request_id,category,budget,seed,chunks,tile_sum,padding_sum,frag_mean,p10_batch
moon,natural,512,2,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,3,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,4,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,5,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,6,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,7,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,8,1,5751,269760,1.0406007880867154,2.0
moon,natural,512,9,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,0,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,1,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,2,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,3,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,4,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,5,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,6,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,7,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,8,1,5751,269760,1.0406007880867154,2.0
moon,natural,1024,9,1,5751,269760,1.0406007880867154,2.0
camera,natural,128,0,3,15008,707680,1.0000694444444445,1.0
camera,natural,128,1,3,12783,449328,1.0034423725524262,1.0
camera,natural,128,2,3,11083,592576,1.0008111514779434,1.0
camera,natural,128,3,3,12273,610896,1.0008111514779434,1.0
camera,natural,128,4,3,10713,587328,0.6673616973297503,1.0
camera,natural,128,5,3,14921,704544,1.0,1.0
camera,natural,128,6,3,14644,535136,1.002700611715286,1.0
camera,natural,128,7,2,10711,587200,1.0008582755667186,1.1500000000000012
camera,natural,128,8,2,10625,581696,1.0004986991634015,1.4500000000000002
camera,natural,128,9,3,10656,583680,0.6670542204503987,1.0
camera,natural,256,0,2,10410,415232,1.00268591309667,1.0
camera,natural,256,1,2,10434,415808,1.0025967244523397,1.0
camera,natural,256,2,2,5836,275200,0.5078481373853293,0.5
camera,natural,256,3,2,6848,290960,1.0075062366607355,1.0
camera,natural,256,4,2,10337,413504,1.0028571363377825,1.0
camera,natural,256,5,2,10410,415232,1.00268591309667,1.0
camera,natural,256,6,2,10592,419616,1.002526343019946,1.0
camera,natural,256,7,2,10501,417824,1.0025100367339033,1.0
camera,natural,256,8,2,5836,275200,0.5078481373853293,0.5
camera,natural,256,9,2,10337,413504,1.0028571363377825,1.0
camera,natural,512,0,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,1,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,2,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,3,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,4,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,5,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,6,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,7,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,8,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,512,9,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,0,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,1,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,2,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,3,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,4,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,5,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,6,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,7,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,8,1,5836,275200,1.0156962747706586,2.750000000000001
camera,natural,1024,9,1,5836,275200,1.0156962747706586,2.750000000000001
histology,fine_grained,128,0,3,11751,404048,1.01516656076985,1.0
