request_id,category,budget,strategy,scope,chunks,total_tokens,total_assignments,tile_sum,padding_sum,tail_expert_sum,median_batch,p10_batch,small_le4,frag_mean,rank_cv_mean
color_wheel,fine_grained,128,spatial_shuffled,all,2,165,63360,8944,377600,8899,3.5,1.0,0.5935519853133996,1.0044541356420866,0.19990932092163974
color_wheel,fine_grained,128,modality_spatial,vision,2,144,55296,7740,336128,7700,3.5,1.0,0.6211337929025641,1.0041711805360718,0.22626856660955638
color_wheel,fine_grained,128,modality_spatial,all,2,165,63360,9017,378944,8977,3.5,1.0,0.5838332017910083,1.0038208206070869,0.19949516543140935
color_wheel,fine_grained,128,oracle,vision,2,144,55296,4759,249280,4694,2.5,0.5,0.1856175565549051,0.5069253842219922,0.1052054010380667
color_wheel,fine_grained,128,oracle,all,2,165,63360,7283,294464,7216,3.5,1.0,0.586553974662327,1.0065950960957222,0.2258051824314676
color_wheel,fine_grained,256,fixed,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,fixed,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,256,modality,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,modality,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,256,spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,256,spatial_shuffled,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,spatial_shuffled,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,256,modality_spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,modality_spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,256,oracle,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,256,oracle,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,fixed,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,fixed,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,modality,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,modality,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,spatial_shuffled,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,spatial_shuffled,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,modality_spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,modality_spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,512,oracle,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,512,oracle,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,fixed,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,fixed,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,modality,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,modality,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,spatial_shuffled,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,spatial_shuffled,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,modality_spatial,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,modality_spatial,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
color_wheel,fine_grained,1024,oracle,vision,1,144,55296,4759,249280,4694,6.5,1.0,0.3712351131098102,1.0138507684439844,0.2104108020761334
color_wheel,fine_grained,1024,oracle,all,1,165,63360,5367,280128,5292,7.0,1.0,0.3460689408716943,1.0139482837192164,0.18974743181382667
coffee,natural,128,fixed,vision,2,228,87552,10205,565568,10201,6.0,1.0,0.41899211645216106,1.000404891707462,0.1635264213558906
coffee,natural,128,fixed,all,2,248,95232,10715,590528,10710,6.0,1.0,0.3915197698519397,1.000390544980757,0.15121466195078506
coffee,natural,128,modality,vision,2,228,87552,10205,565568,10201,6.0,1.0,0.41899211645216106,1.000404891707462,0.1635264213558906
coffee,natural,128,modality,all,2,248,95232,10715,590528,10710,6.0,1.0,0.3915197698519397,1.000390544980757,0.15121466195078506
coffee,natural,128,spatial,vision,2,228,87552,10202,565376,10192,6.0,1.0,0.4244748572687412,1.0008003196387023,0.16367044323958926
coffee,natural,128,spatial,all,2,248,95232,10747,592576,10737,6.0,1.0,0.3958750862946385,1.0008785923723957,0.15049619474520792
coffee,natural,128,spatial_shuffled,vision,2,228,87552,10185,564288,10182,6.0,1.0,0.41659638276433714,1.000301678947999,0.16392956564754313
coffee,natural,128,spatial_shuffled,all,2,248,95232,10701,589632,10697,6.0,1.0,0.390892016306585,1.0002913206333017,0.15178487260081752
coffee,natural,128,modality_spatial,vision,2,228,87552,10202,565376,10192,6.0,1.0,0.4244748572687412,1.0008003196387023,0.16367044323958926
coffee,natural,128,modality_spatial,all,2,248,95232,10747,592576,10737,6.0,1.0,0.3958750862946385,1.0008785923723957,0.15049619474520792
coffee,natural,128,oracle,vision,2,228,87552,9963,550080,9959,6.0,1.0,0.4115417397282945,1.0003128815628817,0.1645081122411718
coffee,natural,128,oracle,all,2,248,95232,10470,574848,10465,6.0,1.0,0.3908319723760341,1.0003704438084275,0.15317267346108335
coffee,natural,256,fixed,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,fixed,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,256,modality,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,modality,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,256,spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,256,spatial_shuffled,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,spatial_shuffled,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,256,modality_spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,modality_spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,256,oracle,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,256,oracle,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,fixed,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,fixed,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,modality,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,modality,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,spatial_shuffled,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,spatial_shuffled,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,modality_spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,modality_spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,512,oracle,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,512,oracle,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,fixed,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,fixed,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,modality,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,modality,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,spatial_shuffled,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,spatial_shuffled,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,modality_spatial,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,modality_spatial,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
coffee,natural,1024,oracle,vision,1,228,87552,5650,274048,5547,10.0,2.0,0.25765446225992145,1.0176812479082507,0.1551862858538221
coffee,natural,1024,oracle,all,1,248,95232,5890,281728,5777,12.0,2.0,0.22386191744125492,1.0184067943654904,0.14344368828123005
moon,natural,128,fixed,vision,3,256,98304,11378,572048,11330,5.0,1.0,0.6024933540096665,1.0031216794505329,0.21941652954155857
moon,natural,128,fixed,all,3,276,105984,13336,604000,13284,5.0,1.0,0.5541709221628083,1.0030960372129032,0.1862843934601025
moon,natural,128,modality,vision,3,256,98304,10189,553792,10141,5.0,1.0,0.266123272030234,0.6698479699169311,0.1170933015426897
moon,natural,128,modality,all,3,276,105984,12576,592608,12528,5.0,1.0,0.5395946867289118,1.0031556610126349,0.1987508541877294
moon,natural,128,spatial,vision,3,256,98304,10212,555264,10162,5.0,1.0,0.26457323182402936,0.6699702915279006,0.11680912529988229
moon,natural,128,spatial,all,3,276,105984,12586,593248,12536,5.0,1.0,0.5379014748631787,1.0032108720238921,0.19852128102122715
moon,natural,128,spatial_shuffled,vision,3,256,98304,10212,555264,10162,5.0,1.0,0.26457323182402936,0.6699702915279006,0.11680912529988229
moon,natural,128,spatial_shuffled,all,3,276,105984,12586,593248,12536,5.0,1.0,0.5379014748631787,1.0032108720238921,0.19852128102122715
moon,natural,128,modality_spatial,vision,3,256,98304,10212,555264,10162,5.0,1.0,0.26457323182402936,0.6699702915279006,0.11680912529988229
moon,natural,128,modality_spatial,all,3,276,105984,12586,593248,12536,5.0,1.0,0.5379014748631787,1.0032108720238921,0.19852128102122715
moon,natural,128,oracle,vision,3,256,98304,9911,536000,9857,5.0,1.0,0.27179719476464376,0.6701929176988128,0.11977376408810285
moon,natural,128,oracle,all,3,276,105984,12356,578528,12301,5.0,1.0,0.5462556225341383,1.0034405632905132,0.2009312809189631
moon,natural,256,fixed,vision,2,256,98304,6943,288208,6719,4.0,1.0,0.6202397438835331,1.0197911230834855,0.23809046969957529
moon,natural,256,fixed,all,2,276,105984,8815,314656,8586,4.5,1.0,0.5482171785074509,1.0194223549259196,0.18932222729093115
moon,natural,256,modality,vision,2,256,98304,5751,269760,5521,3.5,0.5,0.11908445377653126,0.5203003940433577,0.08463582059026466
moon,natural,256,modality,all,2,276,105984,8051,303008,7819,5.0,1.0,0.529466031191649,1.0200248710530666,0.20806523004555588
moon,natural,256,spatial,vision,2,256,98304,5751,269760,5521,3.5,0.5,0.11908445377653126,0.5203003940433577,0.08463582059026466
moon,natural,256,spatial,all,2,276,105984,8051,303008,7819,5.0,1.0,0.529466031191649,1.0200248710530666,0.20806523004555588
moon,natural,256,spatial_shuffled,vision,2,256,98304,5751,269760,5521,3.5,0.5,0.11908445377653126,0.5203003940433577,0.08463582059026466
moon,natural,256,spatial_shuffled,all,2,276,105984,8051,303008,7819,5.0,1.0,0.529466031191649,1.0200248710530666,0.20806523004555588
moon,natural,256,modality_spatial,vision,2,256,98304,5751,269760,5521,3.5,0.5,0.11908445377653126,0.5203003940433577,0.08463582059026466
moon,natural,256,modality_spatial,all,2,276,105984,8051,303008,7819,5.0,1.0,0.529466031191649,1.0200248710530666,0.20806523004555588
moon,natural,256,oracle,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,256,oracle,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,fixed,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,fixed,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,modality,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,modality,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,spatial,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,spatial,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,spatial_shuffled,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,spatial_shuffled,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,modality_spatial,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,modality_spatial,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,512,oracle,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,512,oracle,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,fixed,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,fixed,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,modality,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,modality,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,spatial,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,spatial,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,spatial_shuffled,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,spatial_shuffled,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,modality_spatial,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,modality_spatial,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
moon,natural,1024,oracle,vision,1,256,98304,5751,269760,5521,11.0,2.0,0.23816890755306253,1.0406007880867154,0.16927164118052931
moon,natural,1024,oracle,all,1,276,105984,5966,275840,5723,12.0,2.6000000000000005,0.20380850814919393,1.0408726790354723,0.16124788811476692
camera,natural,128,fixed,vision,3,256,98304,11902,600160,11897,6.0,1.0,0.5803835512750524,1.0003318301707984,0.19903655865224923
camera,natural,128,fixed,all,3,276,105984,13871,630848,13865,6.0,1.0,0.5343733417909715,1.0003187672387088,0.16916305161436432
camera,natural,128,modality,vision,3,256,98304,10607,580544,10602,6.0,1.0,0.2428453596745776,0.6669984968374651,0.10238888441884615
camera,natural,128,modality,all,3,276,105984,13022,618368,13016,6.0,1.0,0.5169687292672693,1.0003187672387088,0.17932693207326725
camera,natural,128,spatial,vision,3,256,98304,10612,580864,10606,6.0,1.0,0.2420541262519363,0.6670597035507093,0.10297372581575025
camera,natural,128,spatial,all,3,276,105984,13024,618496,13017,6.0,1.0,0.5162180192631306,1.0003790462926625,0.17995107448981054
camera,natural,128,spatial_shuffled,vision,3,256,98304,10669,584512,10661,6.0,1.0,0.24310058988706887,0.6670536907444915,0.10239134823077939
camera,natural,128,spatial_shuffled,all,3,276,105984,13073,621632,13064,6.0,1.0,0.5176023650354886,1.0003757675937357,0.1794170320430486
camera,natural,128,modality_spatial,vision,3,256,98304,10612,580864,10606,6.0,1.0,0.2420541262519363,0.6670597035507093,0.10297372581575025
camera,natural,128,modality_spatial,all,3,276,105984,13024,618496,13017,6.0,1.0,0.5162180192631306,1.0003790462926625,0.17995107448981054
camera,natural,128,oracle,vision,3,256,98304,10501,573760,10497,5.0,1.0,0.25122695886535,0.666787521859026,0.10155942823453808
camera,natural,128,oracle,all,3,276,105984,12948,613632,12943,5.0,1.0,0.5262154561363567,1.000186992758497,0.17820724018913264
camera,natural,256,fixed,vision,2,256,98304,7145,295712,7053,5.25,1.0,0.598472754017429,1.0075062366607355,0.21377821841728648
camera,natural,256,fixed,all,2,276,105984,9022,320512,8929,6.0,1.5,0.5292454870372691,1.0076017550351086,0.16988700209577592
camera,natural,256,modality,vision,2,256,98304,5836,275200,5740,5.0,0.5,0.09631115102629641,0.5078481373853293,0.06919010746424319
camera,natural,256,modality,all,2,276,105984,8157,307008,8059,6.25,1.5,0.507078275859378,1.0079439675155468,0.1855227330671103
camera,natural,256,spatial,vision,2,256,98304,5836,275200,5740,5.0,0.5,0.09631115102629641,0.5078481373853293,0.06919010746424319
camera,natural,256,spatial,all,2,276,105984,8157,307008,8059,6.25,1.5,0.507078275859378,1.0079439675155468,0.1855227330671103
camera,natural,256,spatial_shuffled,vision,2,256,98304,5836,275200,5740,5.0,0.5,0.09631115102629641,0.5078481373853293,0.06919010746424319
camera,natural,256,spatial_shuffled,all,2,276,105984,8157,307008,8059,6.25,1.5,0.507078275859378,1.0079439675155468,0.1855227330671103
camera,natural,256,modality_spatial,vision,2,256,98304,5836,275200,5740,5.0,0.5,0.09631115102629641,0.5078481373853293,0.06919010746424319
camera,natural,256,modality_spatial,all,2,276,105984,8157,307008,8059,6.25,1.5,0.507078275859378,1.0079439675155468,0.1855227330671103
camera,natural,256,oracle,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,256,oracle,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,fixed,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,fixed,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,modality,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,modality,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,spatial,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,spatial,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,spatial_shuffled,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,spatial_shuffled,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,modality_spatial,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,modality_spatial,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,512,oracle,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,512,oracle,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,fixed,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,fixed,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,modality,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,modality,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,spatial,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,spatial,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,spatial_shuffled,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,spatial_shuffled,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,modality_spatial,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,modality_spatial,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
camera,natural,1024,oracle,vision,1,256,98304,5836,275200,5740,12.75,2.750000000000001,0.19262230205259281,1.0156962747706586,0.13838021492848637
camera,natural,1024,oracle,all,1,276,105984,5972,276224,5863,14.0,3.0,0.1545925288010277,1.017207522893599,0.1271517609975038
histology,fine_grained,128,fixed,vision,3,256,98304,10942,540496,10861,5.0,1.0,0.6138655203501389,1.0055223717873254,0.2331548144359047
histology,fine_grained,128,fixed,all,3,277,106368,12992,574208,12911,5.0,1.0,0.561878926560506,1.0054969813900945,0.20038642939472362
histology,fine_grained,128,modality,vision,3,256,98304,9691,521920,9605,5.0,1.0,0.2772451727401427,0.6723536921191906,0.12939633638352419
histology,fine_grained,128,modality,all,3,277,106368,12156,562272,12070,5.0,1.0,0.5406578097036745,1.0056616350552927,0.20963951654556967
histology,fine_grained,128,spatial,vision,3,256,98304,9698,522368,9617,5.0,1.0,0.27771028891869837,0.6722323289867249,0.12916215808422868
histology,fine_grained,128,spatial,all,3,277,106368,12160,562528,12079,5.0,1.0,0.5411728705869057,1.005533121285528,0.20944576893781286
histology,fine_grained,128,spatial_shuffled,vision,3,256,98304,9697,522304,9618,5.0,1.0,0.2776775909597451,0.6721031237635839,0.12886218282070835
histology,fine_grained,128,spatial_shuffled,all,3,277,106368,12153,562080,12074,5.0,1.0,0.5409115779960709,1.005317012143047,0.20916928553713351
histology,fine_grained,128,modality_spatial,vision,3,256,98304,9698,522368,9617,5.0,1.0,0.27771028891869837,0.6722323289867249,0.12916215808422868
histology,fine_grained,128,modality_spatial,all,3,277,106368,12160,562528,12079,5.0,1.0,0.5411728705869057,1.005533121285528,0.20944576893781286
histology,fine_grained,128,oracle,vision,3,256,98304,9584,515072,9483,5.0,1.0,0.28297161759916734,0.6731501477536911,0.1300546530993088
histology,fine_grained,128,oracle,all,3,277,106368,12074,557024,11973,5.0,1.0,0.5460387957100936,1.0064704847436918,0.20984382511937785
histology,fine_grained,256,fixed,vision,2,256,98304,6804,275664,6523,3.75,1.0,0.6386141835636848,1.026651233541125,0.2485146947260024
histology,fine_grained,256,fixed,all,2,277,106368,8789,305216,8505,4.5,1.0,0.5597857088338164,1.026326385584179,0.20038430853355793
histology,fine_grained,256,modality,vision,2,256,98304,5541,256320,5247,3.25,0.5,0.1367968808334297,0.5273317474839819,0.09342300055254953
histology,fine_grained,256,modality,all,2,277,106368,7941,292512,7644,5.0,1.0,0.5310182802868089,1.0269960056559289,0.21482515987070883
