request_id,category,budget,strategy,scope,chunks,total_tokens,total_assignments,tile_sum,padding_sum,tail_expert_sum,median_batch,p10_batch,small_le4,frag_mean,rank_cv_mean
coins,natural,256,modality_spatial,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,256,modality_spatial,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,256,oracle,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,256,oracle,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,fixed,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,fixed,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,modality,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,modality,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,spatial,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,spatial,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,spatial_shuffled,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,spatial_shuffled,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,modality_spatial,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,modality_spatial,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,512,oracle,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,512,oracle,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,fixed,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,fixed,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,modality,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,modality,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,spatial,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,spatial,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,spatial_shuffled,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,spatial_shuffled,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,modality_spatial,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,modality_spatial,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
coins,natural,1024,oracle,vision,1,108,41472,4316,234752,4298,5.25,1.0,0.4467430506551731,1.0046678146812777,0.19998081643608678
coins,natural,1024,oracle,all,1,128,49152,5089,276544,5067,6.0,1.0,0.4302183896100226,1.004539110507415,0.17110962237530591
clock_motion,fine_grained,128,fixed,vision,2,108,41472,4951,275392,4943,2.0,0.5,0.22505347883522675,0.5006331811389431,0.08898382531773352
clock_motion,fine_grained,128,fixed,all,2,129,49536,5860,307072,5846,2.5,1.0,0.7025888484699939,1.001231875678272,0.34335766205424384
clock_motion,fine_grained,128,modality,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,128,modality,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,128,spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,128,spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,128,spatial_shuffled,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,128,spatial_shuffled,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,128,modality_spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,128,modality_spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,128,oracle,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,128,oracle,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,fixed,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,fixed,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,modality,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,modality,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,spatial_shuffled,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,spatial_shuffled,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,modality_spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,modality_spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,256,oracle,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,256,oracle,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,fixed,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,fixed,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,modality,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,modality,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,spatial_shuffled,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,spatial_shuffled,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,modality_spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,modality_spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,512,oracle,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,512,oracle,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,fixed,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,fixed,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,modality,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,modality,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,spatial_shuffled,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,spatial_shuffled,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,modality_spatial,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,modality_spatial,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
clock_motion,fine_grained,1024,oracle,vision,1,108,41472,4951,275392,4943,5.0,1.0,0.4501069576704535,1.0012663622778861,0.17796765063546705
clock_motion,fine_grained,1024,oracle,all,1,129,49536,5477,300992,5463,6.0,1.0,0.3988767543652772,1.0024637513565444,0.1625559057250266
cat,natural,128,fixed,vision,2,126,48384,5710,282352,5696,2.5,1.0,0.7119141115650339,1.0013754138207782,0.3074394529107045
cat,natural,128,fixed,all,2,146,56064,7985,320768,7969,3.0,1.0,0.6442519742509117,1.0013014370279814,0.19718368167931444
cat,natural,128,modality,vision,2,126,48384,4998,271488,4984,2.0,0.5,0.20927178237513563,0.5013666445282425,0.08719760710372215
cat,natural,128,modality,all,2,146,56064,7445,312368,7429,3.5,1.0,0.6260836441460964,1.0012972889165914,0.20641409037796374
cat,natural,128,spatial,vision,2,126,48384,4998,271488,4984,2.0,0.5,0.20927178237513563,0.5013666445282425,0.08719760710372215
cat,natural,128,spatial,all,2,146,56064,7445,312368,7429,3.5,1.0,0.6260836441460964,1.0012972889165914,0.20641409037796374
cat,natural,128,spatial_shuffled,vision,2,126,48384,6213,289728,6200,2.5,1.0,0.7140393286039314,1.0013798637524138,0.2511559785611463
cat,natural,128,spatial_shuffled,all,2,146,56064,8267,324752,8252,3.0,1.0,0.6495260602613402,1.0013041927599036,0.18851162108927813
cat,natural,128,modality_spatial,vision,2,126,48384,4998,271488,4984,2.0,0.5,0.20927178237513563,0.5013666445282425,0.08719760710372215
cat,natural,128,modality_spatial,all,2,146,56064,7445,312368,7429,3.5,1.0,0.6260836441460964,1.0012972889165914,0.20641409037796374
cat,natural,128,oracle,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,128,oracle,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,fixed,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,fixed,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,modality,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,modality,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,spatial_shuffled,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,spatial_shuffled,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,modality_spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,modality_spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,256,oracle,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,256,oracle,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,fixed,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,fixed,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,modality,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,modality,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,spatial_shuffled,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,spatial_shuffled,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,modality_spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,modality_spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,512,oracle,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,512,oracle,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,fixed,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,fixed,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,modality,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,modality,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,spatial_shuffled,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,spatial_shuffled,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,modality_spatial,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,modality_spatial,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
cat,natural,1024,oracle,vision,1,126,48384,4998,271488,4984,6.0,1.0,0.41854356475027127,1.002733289056485,0.1743952142074443
cat,natural,1024,oracle,all,1,146,56064,5489,295232,5473,7.0,1.0,0.36479066896038076,1.0028015341246324,0.1526171144181203
phantom,fine_grained,128,fixed,vision,2,144,55296,7796,348096,7770,3.5,1.0,0.6350529635764613,1.0025994516520194,0.20321385738671113
phantom,fine_grained,128,fixed,all,2,165,63360,9063,386272,9037,3.5,1.0,0.5801922920885169,1.0025883503709088,0.18862157403860424
phantom,fine_grained,128,modality,vision,2,144,55296,4949,261440,4910,2.25,0.5,0.19296248782156655,0.5039904988422398,0.09592053649494027
phantom,fine_grained,128,modality,all,2,165,63360,7422,300480,7382,4.0,1.0,0.5934325298026275,1.0038292297872466,0.21920760151674457
phantom,fine_grained,128,spatial,vision,2,144,55296,7888,350112,7866,3.5,1.0,0.6071708782606161,1.0021875407272602,0.20344264053124306
phantom,fine_grained,128,spatial,all,2,165,63360,9114,387072,9091,4.0,1.0,0.5637346361463382,1.0021946476671009,0.18633737112040258
phantom,fine_grained,128,spatial_shuffled,vision,2,144,55296,7932,351040,7911,3.5,1.0,0.6030090266646807,1.0021000931566262,0.202104050124572
phantom,fine_grained,128,spatial_shuffled,all,2,165,63360,9146,387776,9125,4.0,1.0,0.5616698760080383,1.0021039810782584,0.18543701954174105
phantom,fine_grained,128,modality_spatial,vision,2,144,55296,7888,350112,7866,3.5,1.0,0.6071708782606161,1.0021875407272602,0.20344264053124306
phantom,fine_grained,128,modality_spatial,all,2,165,63360,9114,387072,9091,4.0,1.0,0.5637346361463382,1.0021946476671009,0.18633737112040258
phantom,fine_grained,128,oracle,vision,2,144,55296,4949,261440,4910,2.25,0.5,0.19296248782156655,0.5039904988422398,0.09592053649494027
phantom,fine_grained,128,oracle,all,2,165,63360,7422,300480,7382,4.0,1.0,0.5934325298026275,1.0038292297872466,0.21920760151674457
phantom,fine_grained,256,fixed,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,fixed,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,256,modality,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,modality,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,256,spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,256,spatial_shuffled,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,spatial_shuffled,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,256,modality_spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,modality_spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,256,oracle,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,256,oracle,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,fixed,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,fixed,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,modality,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,modality,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,spatial_shuffled,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,spatial_shuffled,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,modality_spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,modality_spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,512,oracle,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,512,oracle,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,fixed,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,fixed,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,modality,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,modality,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,spatial_shuffled,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,spatial_shuffled,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,modality_spatial,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,modality_spatial,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
phantom,fine_grained,1024,oracle,vision,1,144,55296,4949,261440,4910,7.0,1.0,0.3859249756431331,1.0079809976844796,0.19184107298988054
phantom,fine_grained,1024,oracle,all,1,165,63360,5450,285440,5400,7.0,1.0,0.36438535775912495,1.0090548628191052,0.17924771891777122
color_wheel,fine_grained,128,fixed,vision,2,144,55296,7603,333024,7558,3.0,1.0,0.6417080412797403,1.004838012101134,0.22738225907801315
color_wheel,fine_grained,128,fixed,all,2,165,63360,8944,377600,8899,3.5,1.0,0.5935519853133996,1.0044541356420866,0.19990932092163974
color_wheel,fine_grained,128,modality,vision,2,144,55296,4759,249280,4694,2.5,0.5,0.1856175565549051,0.5069253842219922,0.1052054010380667
color_wheel,fine_grained,128,modality,all,2,165,63360,7283,294464,7216,3.5,1.0,0.586553974662327,1.0065950960957222,0.2258051824314676
color_wheel,fine_grained,128,spatial,vision,2,144,55296,7740,336128,7700,3.5,1.0,0.6211337929025641,1.0041711805360718,0.22626856660955638
color_wheel,fine_grained,128,spatial,all,2,165,63360,9017,378944,8977,3.5,1.0,0.5838332017910083,1.0038208206070869,0.19949516543140935
color_wheel,fine_grained,128,spatial_shuffled,vision,2,144,55296,7603,333024,7558,3.0,1.0,0.6417080412797403,1.004838012101134,0.22738225907801315
