sample_id,category,edge,layer,policy,target_k,replicate,importance_slack,tokens,vision_tokens,assignments_dropped,vision_assignment_reduction,dropped_router_mass,rank0_before,rank1_before,rank2_before,rank3_before,rank0_after,rank1_after,rank2_after,rank3_after,max_rank_before,max_rank_after,max_rank_reduction,mean_rank_reduction,rank_cv_before,rank_cv_after,combined_rel_l2,vision_combined_rel_l2,combined_cosine,vision_token_cos_p01,vision_token_rel_p50,vision_token_rel_p99
astronaut_e336,natural,336,44,semantic,6,0,0.0,125,100,200,0.25,0.2025090605020523,242,288,265,205,177,236,214,173,288,236,0.18055555555555558,0.19999999999999996,0.12260505699195282,0.13110110602126895,0.20461907982826233,0.23860028386116028,0.9788691997528076,0.8300149440765381,0.32609349489212036,0.5602767467498779
astronaut_e336,natural,336,44,random,6,0,0.0,125,100,200,0.25,0.25289881229400635,242,288,265,205,197,226,213,164,288,226,0.2152777777777778,0.19999999999999996,0.12260505699195282,0.1159202311936963,0.4318486452102661,0.5035659074783325,0.9020299315452576,0.37786975502967834,0.43678808212280273,0.9276133179664612
astronaut_e336,natural,336,44,random,6,1,0.0,125,100,200,0.25,0.24611304700374603,242,288,265,205,193,225,218,164,288,225,0.21875,0.19999999999999996,0.12260505699195282,0.11973930014828048,0.36254623532295227,0.4227544665336609,0.9320048093795776,0.31643348932266235,0.43698692321777344,0.9488868117332458
astronaut_e336,natural,336,44,random,6,2,0.0,125,100,200,0.25,0.24363379180431366,242,288,265,205,198,230,211,161,288,230,0.20138888888888884,0.19999999999999996,0.12260505699195282,0.12614475811542863,0.315088152885437,0.3674149811267853,0.9491081833839417,0.5914981365203857,0.41548097133636475,0.808914840221405
astronaut_e336,natural,336,44,tail_aware,6,0,0.0,125,100,200,0.25,0.2025090456008911,242,288,265,205,191,229,207,173,288,229,0.20486111111111116,0.19999999999999996,0.12260505699195282,0.10307764064044152,0.20332910120487213,0.23709607124328613,0.979139506816864,0.834924578666687,0.3279331922531128,0.5577464699745178
astronaut_e336,natural,336,44,tail_aware,6,0,0.01,125,100,200,0.25,0.20534180104732513,242,288,265,205,198,221,184,197,288,221,0.23263888888888884,0.19999999999999996,0.12260505699195282,0.06661456297237114,0.20117199420928955,0.23458069562911987,0.9795865416526794,0.8349111080169678,0.3247416317462921,0.5505247712135315
astronaut_e336,natural,336,44,tail_aware,6,0,0.02,125,100,200,0.25,0.21068698167800903,242,288,265,205,218,206,171,205,288,218,0.24305555555555558,0.19999999999999996,0.12260505699195282,0.08753570700005799,0.19950947165489197,0.23264209926128387,0.9799200296401978,0.838919997215271,0.32575786113739014,0.5447973012924194
astronaut_e336,natural,336,44,semantic,4,0,0.0,125,100,400,0.5,0.42159950733184814,242,288,265,205,131,183,158,128,288,183,0.36458333333333337,0.4,0.12260505699195282,0.14899664425751338,0.320576012134552,0.37381425499916077,0.9472943544387817,0.5793842673301697,0.5422899723052979,0.8166971802711487
astronaut_e336,natural,336,44,random,4,0,0.0,125,100,400,0.5,0.5033432245254517,242,288,265,205,156,162,156,126,288,162,0.4375,0.4,0.12260505699195282,0.0938083151964686,0.5831469297409058,0.6799904704093933,0.8125729560852051,0.24454279243946075,0.6927608251571655,0.9712651968002319
astronaut_e336,natural,336,44,random,4,1,0.0,125,100,400,0.5,0.5036963820457458,242,288,265,205,157,153,175,115,288,175,0.39236111111111116,0.4,0.12260505699195282,0.14560219778561037,0.6247085332870483,0.7284541726112366,0.7810429930686951,0.23011243343353271,0.673140287399292,0.9731674194335938
astronaut_e336,natural,336,44,random,4,2,0.0,125,100,400,0.5,0.49324852228164673,242,288,265,205,151,168,169,112,288,169,0.4131944444444444,0.4,0.12260505699195282,0.153839743456191,0.6136420965194702,0.7155499458312988,0.7897471785545349,0.19962136447429657,0.6418160200119019,0.9809817671775818
astronaut_e336,natural,336,44,tail_aware,4,0,0.0,125,100,400,0.5,0.42159950733184814,242,288,265,205,140,180,152,128,288,180,0.375,0.4,0.12260505699195282,0.12858201014657272,0.32047197222709656,0.37369289994239807,0.9473289251327515,0.5792851448059082,0.5422899723052979,0.8167563080787659
astronaut_e336,natural,336,44,tail_aware,4,0,0.01,125,100,400,0.5,0.4239998757839203,242,288,265,205,157,161,137,145,288,161,0.4409722222222222,0.4,0.12260505699195282,0.0635959467611297,0.3093671202659607,0.360743910074234,0.9510073661804199,0.6653675436973572,0.5282291173934937,0.7473680377006531
astronaut_e336,natural,336,44,tail_aware,4,0,0.02,125,100,400,0.5,0.42743027210235596,242,288,265,205,138,175,163,124,288,175,0.39236111111111116,0.4,0.12260505699195282,0.13391539617733778,0.3242158591747284,0.3780585527420044,0.9460612535476685,0.6069474220275879,0.5516003370285034,0.7950129508972168
astronaut_e336,natural,336,44,semantic,2,0,0.0,125,100,600,0.75,0.6673548221588135,242,288,265,205,84,127,101,88,288,127,0.5590277777777778,0.6,0.12260505699195282,0.1680773631397161,0.4453388452529907,0.5192964673042297,0.8954480290412903,0.33006182312965393,0.7586865425109863,0.9453397989273071
