active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,23.975
1,63,gpu_counts_cumsum,1,19.048
1,63,gpu_counts_cumsum,2,17.19
1,63,gpu_counts_cumsum,3,23.28
1,63,gpu_counts_cumsum,4,25.176
1,63,gpu_counts_cumsum,5,23.594
1,63,gpu_counts_cumsum,6,23.204
1,63,gpu_counts_cumsum,7,23.934
1,63,gpu_counts_cumsum,8,23.34
1,63,gpu_counts_cumsum,9,22.784
1,63,gpu_counts_cumsum,10,22.638
1,63,gpu_counts_cumsum,11,22.075
1,63,gpu_counts_cumsum,12,22.885
1,63,gpu_counts_cumsum,13,23.542
1,63,gpu_counts_cumsum,14,22.5
1,63,gpu_counts_cumsum,15,22.531
1,63,gpu_counts_cumsum,16,22.017
1,63,gpu_counts_cumsum,17,22.052
1,63,gpu_counts_cumsum,18,22.955
1,63,gpu_counts_cumsum,19,25.898
1,63,gpu_counts_cumsum,20,25.497
1,63,gpu_counts_cumsum,21,24.992
1,63,gpu_counts_cumsum,22,43.271
1,63,gpu_counts_cumsum,23,30.905
1,63,gpu_counts_cumsum,24,29.121
1,63,gpu_counts_cumsum,25,27.583
1,63,gpu_counts_cumsum,26,27.679
1,63,gpu_counts_cumsum,27,27.752
1,63,gpu_counts_cumsum,28,27.223
1,63,gpu_counts_cumsum,29,27.613
1,63,gpu_counts_cumsum,30,27.24
1,63,gpu_counts_cumsum,31,26.742
1,63,gpu_counts_cumsum,32,27.127
1,63,gpu_counts_cumsum,33,25.188
1,63,gpu_counts_cumsum,34,25.509
1,63,gpu_counts_cumsum,35,25.353
1,63,gpu_counts_cumsum,36,25.428
1,63,gpu_counts_cumsum,37,24.479
1,63,gpu_counts_cumsum,38,25.29
1,63,gpu_counts_cumsum,39,25.933
1,63,cpu_list_to_cuda_offsets,0,71.985
1,63,cpu_list_to_cuda_offsets,1,56.495
1,63,cpu_list_to_cuda_offsets,2,52.743
1,63,cpu_list_to_cuda_offsets,3,77.568
1,63,cpu_list_to_cuda_offsets,4,56.11
1,63,cpu_list_to_cuda_offsets,5,54.951
1,63,cpu_list_to_cuda_offsets,6,55.756
1,63,cpu_list_to_cuda_offsets,7,53.135
1,63,cpu_list_to_cuda_offsets,8,55.219
1,63,cpu_list_to_cuda_offsets,9,53.668
1,63,cpu_list_to_cuda_offsets,10,59.693
1,63,cpu_list_to_cuda_offsets,11,53.327
1,63,cpu_list_to_cuda_offsets,12,51.346
1,63,cpu_list_to_cuda_offsets,13,50.853
1,63,cpu_list_to_cuda_offsets,14,54.533
1,63,cpu_list_to_cuda_offsets,15,53.583
1,63,cpu_list_to_cuda_offsets,16,52.332
1,63,cpu_list_to_cuda_offsets,17,74.587
