horizon,pairs,expert_cosine,rank_cosine,rank_argmax_same,top1_same,top5pct_retention,hot_1p5_retention
1,3312,0.960726872260445,0.9967242379937297,0.8155193236714976,0.6917270531400966,0.7274305555555556,0.819983784486213
2,2832,0.9359037541232768,0.9944721562281823,0.7552966101694916,0.6038135593220338,0.6514830508474576,0.7589596275689312
4,1872,0.9313029880841069,0.9943637480154239,0.7366452991452992,0.5822649572649573,0.6129807692307693,0.7330092075308571
8,1056,0.924543148897977,0.9938565399025083,0.7215909090909091,0.5189393939393939,0.5714962121212122,0.7028699544339936
