total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,operation,repetition,latency_ms
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,0,0.4477120041847229
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,1,0.3005119860172272
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,2,0.266975998878479
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,3,0.2876479923725128
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,4,0.2529279887676239
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,5,0.2611519992351532
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,6,0.27555200457572937
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,7,0.2690240144729614
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,8,0.27900800108909607
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,9,0.2575039863586426
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,10,0.2512640058994293
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,11,0.26390400528907776
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,12,0.2531200051307678
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,13,0.25308799743652344
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,14,0.2698560059070587
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,15,0.2460159957408905
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,16,0.2417600005865097
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,17,0.2620159983634949
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,18,0.2727679908275604
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,19,0.24489599466323853
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,20,0.2678079903125763
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,21,0.24400000274181366
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,22,0.25814399123191833
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,23,0.2659839987754822
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,24,0.2507520020008087
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,25,0.24988800287246704
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,26,0.2654719948768616
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,27,0.24236799776554108
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,28,0.2417919933795929
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,29,0.2600640058517456
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,30,0.2539519965648651
64,1,63,uniform,64.0,64,64,0.0,vllm_fused,31,0.24537600576877594
