active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,36.68
1,63,gpu_counts_cumsum,1,30.657
1,63,gpu_counts_cumsum,2,27.688
1,63,gpu_counts_cumsum,3,24.196
1,63,gpu_counts_cumsum,4,21.919
1,63,gpu_counts_cumsum,5,17.18
1,63,gpu_counts_cumsum,6,16.947
1,63,gpu_counts_cumsum,7,17.494
1,63,gpu_counts_cumsum,8,16.769
1,63,gpu_counts_cumsum,9,23.217
1,63,gpu_counts_cumsum,10,16.704
1,63,gpu_counts_cumsum,11,16.792
1,63,gpu_counts_cumsum,12,17.0
1,63,gpu_counts_cumsum,13,16.448
1,63,gpu_counts_cumsum,14,16.866
1,63,gpu_counts_cumsum,15,16.7
1,63,gpu_counts_cumsum,16,16.474
1,63,gpu_counts_cumsum,17,16.508
1,63,gpu_counts_cumsum,18,16.831
1,63,gpu_counts_cumsum,19,19.981
1,63,gpu_counts_cumsum,20,17.196
1,63,gpu_counts_cumsum,21,16.876
1,63,gpu_counts_cumsum,22,16.733
1,63,gpu_counts_cumsum,23,16.85
1,63,gpu_counts_cumsum,24,17.234
1,63,gpu_counts_cumsum,25,16.617
1,63,gpu_counts_cumsum,26,16.652
1,63,gpu_counts_cumsum,27,16.647
1,63,gpu_counts_cumsum,28,17.141
1,63,gpu_counts_cumsum,29,16.982
1,63,gpu_counts_cumsum,30,16.486
1,63,gpu_counts_cumsum,31,17.181
1,63,gpu_counts_cumsum,32,16.466
1,63,gpu_counts_cumsum,33,16.542
1,63,gpu_counts_cumsum,34,16.656
1,63,gpu_counts_cumsum,35,16.381
1,63,gpu_counts_cumsum,36,16.554
1,63,gpu_counts_cumsum,37,16.164
1,63,gpu_counts_cumsum,38,16.264
1,63,gpu_counts_cumsum,39,16.415
1,63,cpu_list_to_cuda_offsets,0,51.137
1,63,cpu_list_to_cuda_offsets,1,37.275
1,63,cpu_list_to_cuda_offsets,2,36.922
1,63,cpu_list_to_cuda_offsets,3,35.474
1,63,cpu_list_to_cuda_offsets,4,35.468
1,63,cpu_list_to_cuda_offsets,5,35.871
1,63,cpu_list_to_cuda_offsets,6,34.919
1,63,cpu_list_to_cuda_offsets,7,34.911
1,63,cpu_list_to_cuda_offsets,8,35.085
1,63,cpu_list_to_cuda_offsets,9,55.108
1,63,cpu_list_to_cuda_offsets,10,39.552
1,63,cpu_list_to_cuda_offsets,11,35.128
1,63,cpu_list_to_cuda_offsets,12,35.123
1,63,cpu_list_to_cuda_offsets,13,35.713
1,63,cpu_list_to_cuda_offsets,14,35.81
1,63,cpu_list_to_cuda_offsets,15,34.612
1,63,cpu_list_to_cuda_offsets,16,34.854
1,63,cpu_list_to_cuda_offsets,17,33.933
1,63,cpu_list_to_cuda_offsets,18,34.649
1,63,cpu_list_to_cuda_offsets,19,34.46
1,63,cpu_list_to_cuda_offsets,20,35.41
1,63,cpu_list_to_cuda_offsets,21,35.016
1,63,cpu_list_to_cuda_offsets,22,34.962
1,63,cpu_list_to_cuda_offsets,23,34.895
1,63,cpu_list_to_cuda_offsets,24,34.849
1,63,cpu_list_to_cuda_offsets,25,34.492
1,63,cpu_list_to_cuda_offsets,26,34.263
1,63,cpu_list_to_cuda_offsets,27,33.911
1,63,cpu_list_to_cuda_offsets,28,34.759
1,63,cpu_list_to_cuda_offsets,29,34.834
1,63,cpu_list_to_cuda_offsets,30,50.77
1,63,cpu_list_to_cuda_offsets,31,38.916
1,63,cpu_list_to_cuda_offsets,32,34.984
1,63,cpu_list_to_cuda_offsets,33,34.134
1,63,cpu_list_to_cuda_offsets,34,34.451
1,63,cpu_list_to_cuda_offsets,35,34.497
1,63,cpu_list_to_cuda_offsets,36,35.135
1,63,cpu_list_to_cuda_offsets,37,34.225
1,63,cpu_list_to_cuda_offsets,38,34.699
1,63,cpu_list_to_cuda_offsets,39,34.31
1,63,vllm_make_from_list,0,32.501
1,63,vllm_make_from_list,1,23.139
1,63,vllm_make_from_list,2,21.243
1,63,vllm_make_from_list,3,21.485
1,63,vllm_make_from_list,4,21.397
1,63,vllm_make_from_list,5,20.556
1,63,vllm_make_from_list,6,20.765
1,63,vllm_make_from_list,7,20.024
1,63,vllm_make_from_list,8,19.825
1,63,vllm_make_from_list,9,19.832
1,63,vllm_make_from_list,10,19.945
1,63,vllm_make_from_list,11,19.626
1,63,vllm_make_from_list,12,20.611
1,63,vllm_make_from_list,13,20.283
1,63,vllm_make_from_list,14,19.968
1,63,vllm_make_from_list,15,20.068
1,63,vllm_make_from_list,16,19.673
1,63,vllm_make_from_list,17,19.748
1,63,vllm_make_from_list,18,19.729
1,63,vllm_make_from_list,19,19.626
1,63,vllm_make_from_list,20,32.953
1,63,vllm_make_from_list,21,22.21
1,63,vllm_make_from_list,22,20.123
1,63,vllm_make_from_list,23,19.898
1,63,vllm_make_from_list,24,19.182
1,63,vllm_make_from_list,25,20.043
1,63,vllm_make_from_list,26,19.486
1,63,vllm_make_from_list,27,19.151
1,63,vllm_make_from_list,28,20.011
1,63,vllm_make_from_list,29,19.541
1,63,vllm_make_from_list,30,19.89
1,63,vllm_make_from_list,31,19.692
1,63,vllm_make_from_list,32,19.394
1,63,vllm_make_from_list,33,19.41
1,63,vllm_make_from_list,34,19.725
1,63,vllm_make_from_list,35,19.598
1,63,vllm_make_from_list,36,20.223
1,63,vllm_make_from_list,37,19.507
1,63,vllm_make_from_list,38,20.02
1,63,vllm_make_from_list,39,19.956
2,62,gpu_counts_cumsum,0,31.781
2,62,gpu_counts_cumsum,1,27.448
2,62,gpu_counts_cumsum,2,26.189
2,62,gpu_counts_cumsum,3,27.154
2,62,gpu_counts_cumsum,4,26.095
2,62,gpu_counts_cumsum,5,26.047
2,62,gpu_counts_cumsum,6,25.769
2,62,gpu_counts_cumsum,7,26.349
2,62,gpu_counts_cumsum,8,26.461
2,62,gpu_counts_cumsum,9,26.592
2,62,gpu_counts_cumsum,10,25.641
2,62,gpu_counts_cumsum,11,25.676
2,62,gpu_counts_cumsum,12,25.6
2,62,gpu_counts_cumsum,13,25.9
2,62,gpu_counts_cumsum,14,26.498
2,62,gpu_counts_cumsum,15,25.705
2,62,gpu_counts_cumsum,16,25.507
2,62,gpu_counts_cumsum,17,25.535
2,62,gpu_counts_cumsum,18,25.14
2,62,gpu_counts_cumsum,19,33.794
2,62,gpu_counts_cumsum,20,39.089
2,62,gpu_counts_cumsum,21,31.866
2,62,gpu_counts_cumsum,22,23.708
2,62,gpu_counts_cumsum,23,23.388
2,62,gpu_counts_cumsum,24,22.906
2,62,gpu_counts_cumsum,25,24.806
2,62,gpu_counts_cumsum,26,26.128
2,62,gpu_counts_cumsum,27,26.356
2,62,gpu_counts_cumsum,28,25.701
2,62,gpu_counts_cumsum,29,27.165
2,62,gpu_counts_cumsum,30,25.621
2,62,gpu_counts_cumsum,31,26.645
2,62,gpu_counts_cumsum,32,26.539
2,62,gpu_counts_cumsum,33,25.358
2,62,gpu_counts_cumsum,34,24.559
2,62,gpu_counts_cumsum,35,24.157
2,62,gpu_counts_cumsum,36,27.359
2,62,gpu_counts_cumsum,37,26.057
2,62,gpu_counts_cumsum,38,21.735
2,62,gpu_counts_cumsum,39,17.017
2,62,cpu_list_to_cuda_offsets,0,67.17
2,62,cpu_list_to_cuda_offsets,1,39.094
2,62,cpu_list_to_cuda_offsets,2,53.985
2,62,cpu_list_to_cuda_offsets,3,39.322
2,62,cpu_list_to_cuda_offsets,4,34.773
2,62,cpu_list_to_cuda_offsets,5,35.606
2,62,cpu_list_to_cuda_offsets,6,35.986
2,62,cpu_list_to_cuda_offsets,7,35.098
2,62,cpu_list_to_cuda_offsets,8,35.158
2,62,cpu_list_to_cuda_offsets,9,34.4
2,62,cpu_list_to_cuda_offsets,10,34.036
2,62,cpu_list_to_cuda_offsets,11,34.44
2,62,cpu_list_to_cuda_offsets,12,43.512
2,62,cpu_list_to_cuda_offsets,13,34.18
2,62,cpu_list_to_cuda_offsets,14,35.069
2,62,cpu_list_to_cuda_offsets,15,34.426
2,62,cpu_list_to_cuda_offsets,16,34.769
2,62,cpu_list_to_cuda_offsets,17,35.739
2,62,cpu_list_to_cuda_offsets,18,34.45
2,62,cpu_list_to_cuda_offsets,19,35.08
2,62,cpu_list_to_cuda_offsets,20,34.802
2,62,cpu_list_to_cuda_offsets,21,34.205
2,62,cpu_list_to_cuda_offsets,22,33.95
2,62,cpu_list_to_cuda_offsets,23,34.552
2,62,cpu_list_to_cuda_offsets,24,43.495
2,62,cpu_list_to_cuda_offsets,25,35.339
2,62,cpu_list_to_cuda_offsets,26,34.089
2,62,cpu_list_to_cuda_offsets,27,34.596
2,62,cpu_list_to_cuda_offsets,28,33.95
2,62,cpu_list_to_cuda_offsets,29,33.063
2,62,cpu_list_to_cuda_offsets,30,33.15
2,62,cpu_list_to_cuda_offsets,31,33.787
2,62,cpu_list_to_cuda_offsets,32,33.905
2,62,cpu_list_to_cuda_offsets,33,34.161
2,62,cpu_list_to_cuda_offsets,34,34.446
2,62,cpu_list_to_cuda_offsets,35,33.644
2,62,cpu_list_to_cuda_offsets,36,33.728
2,62,cpu_list_to_cuda_offsets,37,33.52
2,62,cpu_list_to_cuda_offsets,38,33.673
2,62,cpu_list_to_cuda_offsets,39,34.12
2,62,vllm_make_from_list,0,35.723
2,62,vllm_make_from_list,1,23.615
2,62,vllm_make_from_list,2,21.668
2,62,vllm_make_from_list,3,21.187
2,62,vllm_make_from_list,4,20.069
2,62,vllm_make_from_list,5,20.264
2,62,vllm_make_from_list,6,20.711
2,62,vllm_make_from_list,7,21.029
2,62,vllm_make_from_list,8,21.359
2,62,vllm_make_from_list,9,27.899
2,62,vllm_make_from_list,10,27.416
2,62,vllm_make_from_list,11,20.667
2,62,vllm_make_from_list,12,20.099
2,62,vllm_make_from_list,13,19.253
2,62,vllm_make_from_list,14,19.055
2,62,vllm_make_from_list,15,19.385
2,62,vllm_make_from_list,16,19.73
2,62,vllm_make_from_list,17,19.614
2,62,vllm_make_from_list,18,19.889
2,62,vllm_make_from_list,19,19.691
2,62,vllm_make_from_list,20,19.101
2,62,vllm_make_from_list,21,18.953
2,62,vllm_make_from_list,22,19.17
2,62,vllm_make_from_list,23,19.612
2,62,vllm_make_from_list,24,19.552
2,62,vllm_make_from_list,25,19.822
2,62,vllm_make_from_list,26,19.851
2,62,vllm_make_from_list,27,19.602
2,62,vllm_make_from_list,28,19.38
2,62,vllm_make_from_list,29,19.372
2,62,vllm_make_from_list,30,19.67
2,62,vllm_make_from_list,31,20.198
2,62,vllm_make_from_list,32,19.282
2,62,vllm_make_from_list,33,19.698
2,62,vllm_make_from_list,34,19.902
2,62,vllm_make_from_list,35,20.152
