case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,candidate,max_abs,mean_abs,relative_l2,cosine
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5862070767980185e-08,0.002795693464577198,0.9999961853027344
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5862070767980185e-08,0.002795693464577198,0.9999961853027344
synthetic,control,control,synthetic,64,2,62,uniform,32.0,32,32,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.2543795335773211e-08,0.002832448109984398,0.9999959468841553
synthetic,control,control,synthetic,64,2,62,uniform,32.0,32,32,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.2543795335773211e-08,0.002832448109984398,0.9999959468841553
synthetic,control,control,synthetic,64,2,62,high_variance,32.0,1,63,0.96875,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4994585129102234e-08,0.0028342779260128736,0.9999960064888
synthetic,control,control,synthetic,64,2,62,high_variance,32.0,1,63,0.96875,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4994585129102234e-08,0.0028342779260128736,0.9999960064888
synthetic,control,control,synthetic,64,4,60,uniform,16.0,16,16,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4790089153393637e-08,0.0028051105327904224,0.9999960064888
synthetic,control,control,synthetic,64,4,60,uniform,16.0,16,16,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4790089153393637e-08,0.0028051105327904224,0.9999960064888
synthetic,control,control,synthetic,64,4,60,high_variance,16.0,1,31,0.9375,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4858407837436971e-08,0.0028000122401863337,0.9999960064888
synthetic,control,control,synthetic,64,4,60,high_variance,16.0,1,31,0.9375,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4858407837436971e-08,0.0028000122401863337,0.9999960064888
synthetic,control,control,synthetic,64,8,56,uniform,8.0,8,8,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5618317306120844e-08,0.0028266708832234144,0.9999959468841553
synthetic,control,control,synthetic,64,8,56,uniform,8.0,8,8,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5618317306120844e-08,0.0028266708832234144,0.9999959468841553
synthetic,control,control,synthetic,64,8,56,high_variance,8.0,1,15,0.875,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4016617200240944e-08,0.0028145690448582172,0.9999960660934448
synthetic,control,control,synthetic,64,8,56,high_variance,8.0,1,15,0.875,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4016617200240944e-08,0.0028145690448582172,0.9999960660934448
synthetic,control,control,synthetic,64,16,48,uniform,4.0,4,4,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.73345355847232e-08,0.0028046988882124424,0.9999960660934448
synthetic,control,control,synthetic,64,16,48,uniform,4.0,4,4,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.73345355847232e-08,0.0028046988882124424,0.9999960660934448
synthetic,control,control,synthetic,64,16,48,high_variance,4.0,1,7,0.75,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.3535837339873069e-08,0.0027858377434313297,0.9999961853027344
synthetic,control,control,synthetic,64,16,48,high_variance,4.0,1,7,0.75,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.3535837339873069e-08,0.0027858377434313297,0.9999961853027344
synthetic,control,control,synthetic,64,32,32,uniform,2.0,2,2,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.3436971535440989e-08,0.002822214737534523,0.9999960064888
synthetic,control,control,synthetic,64,32,32,uniform,2.0,2,2,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.3436971535440989e-08,0.002822214737534523,0.9999960064888
synthetic,control,control,synthetic,64,32,32,high_variance,2.0,1,3,0.5,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4920674473728468e-08,0.0028359706047922373,0.9999960660934448
synthetic,control,control,synthetic,64,32,32,high_variance,2.0,1,3,0.5,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4920674473728468e-08,0.0028359706047922373,0.9999960660934448
synthetic,control,control,synthetic,64,64,0,uniform,1.0,1,1,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.652355230419289e-08,0.002875307807698846,0.999995768070221
synthetic,control,control,synthetic,64,64,0,uniform,1.0,1,1,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.652355230419289e-08,0.002875307807698846,0.999995768070221
synthetic,control,control,synthetic,64,64,0,high_variance,1.0,1,1,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.6107966516187844e-08,0.0028147746343165636,0.9999960660934448
synthetic,control,control,synthetic,64,64,0,high_variance,1.0,1,1,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.6107966516187844e-08,0.0028147746343165636,0.9999960660934448
