case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,operation,repetition,latency_ms
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,0,0.03033600002527237
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,1,0.029023999348282814
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,2,0.02800000086426735
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,3,0.02848000079393387
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,4,0.02739199995994568
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,5,0.03670400008559227
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,6,0.026528000831604004
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,7,0.02486399933695793
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,8,0.031808000057935715
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,9,0.030559999868273735
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,10,0.029472000896930695
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,11,0.029152000322937965
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,12,0.02924799919128418
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,13,0.0331839993596077
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,14,0.03545600175857544
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,15,0.03302399814128876
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,16,0.03161599859595299
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,17,0.03177599981427193
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,18,0.03062400035560131
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,19,0.03136000037193298
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,20,0.031936001032590866
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,21,0.03244800120592117
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,22,0.03699199855327606
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,23,0.033984001725912094
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,24,0.03545600175857544
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,25,0.03433600068092346
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,26,0.03558399900794029
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,27,0.032416000962257385
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,28,0.031072000041604042
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,29,0.03296000137925148
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,30,0.03376000002026558
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,down_full64_prebuilt,31,0.03171199932694435
