sample_id,category,layer,region,position,modality,pairwise_cosine,normalized_dispersion,participation_rank,router_entropy,router_effective_k,router_mass95_k,functional_k,cosine_m1,relative_l2_m1,cosine_m2,relative_l2_m2,cosine_m3,relative_l2_m3,cosine_m4,relative_l2_m4,cosine_m6,relative_l2_m6,cosine_m8,relative_l2_m8
astronaut,natural,4,early,144,visual,0.009898683476256514,0.9439961289990911,6.929076994281963,2.0701532517202335,7.926037703691152,8,8,0.4992663757597062,2.5768518168196395,0.6211561979202703,1.4763780716441077,0.6661596122779974,1.0844922508885213,0.8052425037205965,0.8768999431444939,0.9154161567686738,0.4766173659727779,0.999999999999015,0.0
astronaut,natural,4,early,147,visual,0.008487506597927037,0.9375874971356905,7.474885553157069,2.0263788623762258,7.586564564371736,8,8,0.6912913111539186,2.275384881141362,0.8050644735665183,1.4350860310936238,0.8582157658281435,0.9782786060096436,0.902062244619303,0.7065891279298954,0.9523884552599265,0.36093965771277686,0.9999999999992544,0.0
astronaut,natural,4,early,148,visual,0.001546766027457207,0.9444769750807624,7.297750996007608,2.077187331510871,7.9819866292379125,8,8,0.3898351676490161,2.516601147440352,0.5185088816227152,1.6594261827318808,0.6664566672128943,1.2409701167825635,0.7292349668382707,0.952466037572705,0.9244915811460178,0.4722100591713437,0.9999999999988458,0.0
astronaut,natural,4,early,149,visual,0.014682812623460514,0.9415068960610838,7.191403452338756,2.040894820080004,7.697493990283028,8,8,0.6842872319012244,2.4769332006652443,0.7545192614325436,1.5266782262376282,0.8291037370450988,1.0289490744187073,0.8574368213474335,0.7640348115163328,0.9246891279661689,0.4350440851052423,0.9999999999991547,0.0
astronaut,natural,4,early,151,visual,0.005330176345225901,0.9483755110718491,7.056221682814684,2.0588112795976174,7.836648687130705,8,8,0.4306640401077652,2.2327562606486926,0.6773998545892359,1.5773079894170834,0.78247187647836,1.0896707490847437,0.8146152608398358,0.7962648112375597,0.9363800524395298,0.4126815811994385,0.9999999999990284,0.0
astronaut,natural,4,early,156,visual,0.009551674966365916,0.933982352966897,7.753953151698573,2.06393724692854,7.876922224519287,8,8,0.4253926860811782,2.3440145398244017,0.6268446312169359,1.4587129272891357,0.728244724297685,1.0888351038363946,0.8040381922547911,0.8240259553117937,0.895615535002585,0.5007673870226446,0.9999999999988625,0.0
astronaut,natural,4,early,157,visual,0.0157958868714719,0.9368384239687099,7.39324863711858,2.0757318085900165,7.9703771157512,8,8,0.3837519561921556,2.2596917011563384,0.5458193503141104,1.469897704817108,0.7171140041027493,1.1324012431666692,0.7716236716707009,0.8735514090564587,0.9105794083431215,0.4766631202582116,0.9999999999987089,0.0
astronaut,natural,4,early,164,visual,0.012477688103594729,0.9340138302444643,7.611418249194771,2.0759897456761336,7.972433236763223,8,8,0.37074400471687385,2.2918380009015134,0.5116477202825255,1.527469291786052,0.6404219818426311,1.12674017126638,0.7413726732528837,0.8739702501214979,0.9056240621597442,0.49740370406932505,0.999999999999084,0.0
astronaut,natural,4,early,165,visual,0.015592035407096017,0.9362261244963149,7.469021923535164,2.0756335847597134,7.969594273229456,8,8,0.3208096535385637,1.9531228338479207,0.5316895902816938,1.4021977143009567,0.6533991043296845,1.0835673177443326,0.7588227604514521,0.8800153101485576,0.8933319187517093,0.5126292816133108,0.9999999999987649,0.0
astronaut,natural,4,early,171,visual,0.014207622243538668,0.9385086569965119,7.34330225735997,2.065959009185037,7.892863597973707,8,8,0.42234194811499914,1.9678916583213755,0.5835897702591449,1.3894737872764726,0.7112329308758545,1.063666877782147,0.789131627310999,0.8363701990615556,0.9240380617257539,0.4433684819997978,0.9999999999988566,0.0
astronaut,natural,4,early,172,visual,0.010851216325371045,0.9399424967590099,7.42735478902979,2.0676949191681047,7.9065767976849655,8,8,0.37313079195934024,2.007372493709637,0.5792045926667824,1.4704407003012285,0.7398585377539413,1.0851347484736216,0.8136232289563186,0.8051521686716387,0.935583048725936,0.41118115566873825,0.9999999999989444,0.0
astronaut,natural,4,early,173,visual,0.006384853691794345,0.9352198787460135,7.784985615572643,2.0759586421988705,7.972185270223642,8,8,0.4384735773562306,2.667271597116959,0.5979973312184246,1.705645881230923,0.7064037639441855,1.235417239598758,0.7862403835806127,0.9396139822809118,0.913852684099297,0.4980647123396506,0.9999999999985889,0.0
astronaut,natural,4,early,174,visual,0.01160669339931516,0.931059190152358,7.85641104372163,2.072891190621199,7.947768445797659,8,8,0.4728170980955643,2.4308498459337438,0.6232715371135302,1.6161097742526425,0.7296589996002405,1.136811378031204,0.7971565031151928,0.8457838921492619,0.9096083919354199,0.4700988338604172,0.999999999998999,0.0
astronaut,natural,4,early,176,visual,0.011328680089864606,0.9349422285313411,7.613954780289938,1.7957436368885604,6.023952690044968,8,8,0.8794884165627411,1.3044087039260068,0.9123298230188687,0.855454691132636,0.9422934200657979,0.6060022959005873,0.9552024993059338,0.4658388594365665,0.9776871363466751,0.2532689439954056,0.999999999999487,0.0
astronaut,natural,4,early,181,visual,0.011708789860872383,0.936316402958387,7.523739626043371,2.0439071577493424,7.720716400699943,8,8,0.5291852635100192,2.0011672336543964,0.665283901493061,1.3328017338406104,0.7714831800890409,0.9663754392525371,0.8278495153680911,0.7551993163638681,0.9487061632579988,0.38689387825650595,0.9999999999990306,0.0
astronaut,natural,4,early,190,visual,0.007752351887801553,0.9359044877307011,7.670569718243176,2.0773371235549773,7.983182356884143,8,8,0.3602612176636772,2.3378688569272805,0.5199338220294857,1.558796158876514,0.6562308097107837,1.1995908342452113,0.7524787731225688,0.9013420875219389,0.8726962869279742,0.5392884686675802,0.9999999999988539,0.0
