communication_cost_factor,replica_net_pct,free_overlap_cap_pct,fp8_delta_cap_pct
1.0,0.15295042934898886,6.225438514516112,3.112719257258056
0.75,0.032755304075054184,4.6690788858870835,2.3345394429435418
0.5,0.0,3.112719257258056,1.556359628629028
0.25,0.0,1.556359628629028,0.778179814314514
