sample,layer,position,modality,scope,surrogate,cosine,relative_l2
astronaut,24,156,visual,top7,same_expert_mean,0.9918019245870343,0.12778475143381304
astronaut,24,156,visual,top7,spatial_neighbor,0.9821356036526558,0.1887144719090728
astronaut,24,156,visual,top7,random_same_expert,0.9819229615504851,0.1907859867219373
astronaut,24,162,visual,top4,same_expert_mean,0.9745417015943166,0.22443877664774892
astronaut,24,162,visual,top4,spatial_neighbor,0.9646999562964531,0.2638251265680542
astronaut,24,162,visual,top4,random_same_expert,0.9595783360647083,0.28354461269639486
astronaut,24,162,visual,top6,same_expert_mean,0.9905362640812164,0.1375131951724939
astronaut,24,162,visual,top6,spatial_neighbor,0.9870889472942568,0.1602433654289476
astronaut,24,162,visual,top6,random_same_expert,0.9722070152178357,0.234422031288265
astronaut,24,162,visual,top7,same_expert_mean,0.9948797668952538,0.10107265174456138
astronaut,24,162,visual,top7,spatial_neighbor,0.991390383738419,0.13096642838931902
astronaut,24,162,visual,top7,random_same_expert,0.9864062281046184,0.16517995194658838
astronaut,24,165,visual,top4,same_expert_mean,0.957828488400611,0.28765958429710364
astronaut,24,165,visual,top4,spatial_neighbor,0.8922439075101277,0.4670043949627222
astronaut,24,165,visual,top4,random_same_expert,0.9143918599064387,0.42089328705019335
astronaut,24,165,visual,top6,same_expert_mean,0.9793294350307029,0.20240279051065482
astronaut,24,165,visual,top6,spatial_neighbor,0.9479603460541682,0.32310517823063584
astronaut,24,165,visual,top6,random_same_expert,0.9501297803549678,0.3190712132240065
astronaut,24,165,visual,top7,same_expert_mean,0.9889289590112453,0.14844671888277192
astronaut,24,165,visual,top7,spatial_neighbor,0.9742723544338511,0.22640417584572792
astronaut,24,165,visual,top7,random_same_expert,0.9791659896976179,0.20509796757979934
astronaut,24,169,visual,top4,same_expert_mean,0.9050780159852743,0.4262138520829773
astronaut,24,169,visual,top4,spatial_neighbor,0.8341641468890494,0.5645386618418313
astronaut,24,169,visual,top4,random_same_expert,0.8060950997053177,0.6032855233593862
astronaut,24,169,visual,top6,same_expert_mean,0.9598945162903896,0.2816540651181725
astronaut,24,169,visual,top6,spatial_neighbor,0.9293346575036123,0.36944077876684883
astronaut,24,169,visual,top6,random_same_expert,0.9322800834025706,0.3629320625744301
astronaut,24,169,visual,top7,same_expert_mean,0.9917354894419617,0.12846987426842763
astronaut,24,169,visual,top7,spatial_neighbor,0.985503104761464,0.16966056877119617
astronaut,24,169,visual,top7,random_same_expert,0.9834822024767247,0.18123118175724715
astronaut,24,174,visual,top4,same_expert_mean,0.7628522043887035,0.6518829771273817
astronaut,24,174,visual,top4,spatial_neighbor,0.536056674808937,1.0696977423853777
astronaut,24,174,visual,top4,random_same_expert,0.5824585547772818,0.9261020290448142
astronaut,24,174,visual,top6,same_expert_mean,0.8749329151744135,0.48543426153933195
astronaut,24,174,visual,top6,spatial_neighbor,0.7218293208566924,0.7886575333281454
astronaut,24,174,visual,top6,random_same_expert,0.6982630977577079,0.8170163158000362
astronaut,24,174,visual,top7,same_expert_mean,0.9670701122724669,0.2546204054015785
astronaut,24,174,visual,top7,spatial_neighbor,0.9370697557857481,0.3547563520591424
astronaut,24,174,visual,top7,random_same_expert,0.898264333761111,0.45339443221579057
astronaut,24,178,visual,top4,same_expert_mean,0.8690151716487772,0.4949183332905052
astronaut,24,178,visual,top4,spatial_neighbor,0.708486126037518,0.747116501114886
astronaut,24,178,visual,top4,random_same_expert,0.597077759082449,1.1872649777640816
astronaut,24,178,visual,top6,same_expert_mean,0.9437058212630187,0.33078843982964223
astronaut,24,178,visual,top6,spatial_neighbor,0.8550341613919985,0.5437057356179157
astronaut,24,178,visual,top6,random_same_expert,0.8690607636315442,0.520309818776992
astronaut,24,178,visual,top7,same_expert_mean,0.9662976929836342,0.257446026119147
astronaut,24,178,visual,top7,spatial_neighbor,0.9010666302548853,0.4461768280876964
astronaut,24,178,visual,top7,random_same_expert,0.936641834107889,0.357035821517416
astronaut,24,181,visual,top4,same_expert_mean,0.9235579910405876,0.38359029998701544
astronaut,24,181,visual,top4,spatial_neighbor,0.8440600915829642,0.5460900550825158
astronaut,24,181,visual,top4,random_same_expert,0.8988464888723082,0.4413209985035276
astronaut,24,181,visual,top6,same_expert_mean,0.9818046316810618,0.1899048582835217
astronaut,24,181,visual,top6,spatial_neighbor,0.9511216154667437,0.31176767380753245
astronaut,24,181,visual,top6,random_same_expert,0.9769253928017309,0.2149827741578495
astronaut,24,181,visual,top7,same_expert_mean,0.9882378735602783,0.15293551664390762
astronaut,24,181,visual,top7,spatial_neighbor,0.9769253928017309,0.2149827741578495
astronaut,24,181,visual,top7,random_same_expert,0.9999999999997367,0.0
astronaut,24,182,visual,top4,same_expert_mean,0.9714200407063541,0.23738682516394338
astronaut,24,182,visual,top4,spatial_neighbor,0.9444745813541722,0.33247883129321715
astronaut,24,182,visual,top4,random_same_expert,0.9345816995614833,0.3619955649912273
astronaut,24,182,visual,top6,same_expert_mean,0.9854020096258731,0.1702702822621877
astronaut,24,182,visual,top6,spatial_neighbor,0.9686644891655626,0.24989171816077768
astronaut,24,182,visual,top6,random_same_expert,0.9601602265133174,0.2816844619824569
astronaut,24,182,visual,top7,same_expert_mean,0.9854020096258731,0.1702702822621877
astronaut,24,182,visual,top7,spatial_neighbor,0.9686644891655626,0.24989171816077768
astronaut,24,182,visual,top7,random_same_expert,0.9686644891655626,0.24989171816077768
astronaut,24,186,visual,top4,same_expert_mean,0.9110797304244213,0.41239622399779596
astronaut,24,186,visual,top4,spatial_neighbor,0.8245742093371888,0.5790619863325653
astronaut,24,186,visual,top4,random_same_expert,0.7674781220237175,0.6848902086106321
astronaut,24,186,visual,top6,same_expert_mean,0.9572593413275639,0.2892879155261069
astronaut,24,186,visual,top6,spatial_neighbor,0.9228116928402701,0.39002029452949377
astronaut,24,186,visual,top6,random_same_expert,0.9044649001779533,0.4396507737279509
astronaut,24,186,visual,top7,same_expert_mean,0.985917969205288,0.16728857669771227
astronaut,24,186,visual,top7,spatial_neighbor,0.9783024576366554,0.20803766462284107
astronaut,24,186,visual,top7,random_same_expert,0.9760762420366228,0.21852753778172745
astronaut,24,190,visual,top4,same_expert_mean,0.927532657118081,0.37374588564053784
astronaut,24,190,visual,top4,spatial_neighbor,0.8436677176066146,0.5585504534415082
astronaut,24,190,visual,top4,random_same_expert,0.8381570268427393,0.5649901087639819
astronaut,24,190,visual,top6,same_expert_mean,0.9636375782412315,0.26722482626801947
astronaut,24,190,visual,top6,spatial_neighbor,0.9181862453156765,0.40469616121741475
astronaut,24,190,visual,top6,random_same_expert,0.9187260786745105,0.40079422749654453
astronaut,24,190,visual,top7,same_expert_mean,0.9772470851362324,0.21211074041924885
astronaut,24,190,visual,top7,spatial_neighbor,0.9503254627640455,0.31665840745226514
astronaut,24,190,visual,top7,random_same_expert,0.9217624751846337,0.40227787842800916
astronaut,24,191,visual,top4,same_expert_mean,0.9199518456102372,0.39304630237957633
astronaut,24,191,visual,top4,spatial_neighbor,0.8502104522476218,0.5599006317266705
astronaut,24,191,visual,top4,random_same_expert,0.8960129281209247,0.46081568569467823
astronaut,24,191,visual,top6,same_expert_mean,0.9739349036411639,0.22795942427294485
astronaut,24,191,visual,top6,spatial_neighbor,0.9550554093608395,0.3016836880249617
astronaut,24,191,visual,top6,random_same_expert,0.9310285983453251,0.3789957938238053
astronaut,24,191,visual,top7,same_expert_mean,0.999999999999441,0.0
astronaut,24,191,visual,top7,spatial_neighbor,0.999999999999441,0.0
astronaut,24,191,visual,top7,random_same_expert,0.999999999999441,0.0
astronaut,24,203,text,top4,same_expert_mean,0.960237497353665,0.27921526577430933
astronaut,24,203,text,top4,spatial_neighbor,0.960237497353665,0.27921526577430933
astronaut,24,203,text,top4,random_same_expert,0.9257588253945346,0.381453834113531
astronaut,24,203,text,top6,same_expert_mean,0.9867318140008239,0.1623586614875544
astronaut,24,203,text,top6,spatial_neighbor,0.9867318140008239,0.1623586614875544
astronaut,24,203,text,top6,random_same_expert,0.9762790678357142,0.2175153663190941
astronaut,24,203,text,top7,same_expert_mean,0.994069356525306,0.10875768315954705
astronaut,24,203,text,top7,spatial_neighbor,0.994069356525306,0.10875768315954705
astronaut,24,203,text,top7,random_same_expert,0.9762790678357142,0.2175153663190941
astronaut,24,207,text,top4,same_expert_mean,0.9930881604758593,0.11742018021013476
astronaut,24,207,text,top4,spatial_neighbor,0.9930881604758593,0.11742018021013476
astronaut,24,207,text,top4,random_same_expert,0.9860957817358134,0.16636571671167538
astronaut,24,207,text,top6,same_expert_mean,0.9984578537653261,0.0555150384428244
astronaut,24,207,text,top6,spatial_neighbor,0.9984578537653261,0.0555150384428244
astronaut,24,207,text,top6,random_same_expert,0.9999999999997307,0.0
astronaut,24,207,text,top7,same_expert_mean,0.9984578537653261,0.0555150384428244
astronaut,24,207,text,top7,spatial_neighbor,0.9984578537653261,0.0555150384428244
astronaut,24,207,text,top7,random_same_expert,0.9938370622860392,0.1110300768856488
astronaut,47,6,visual,top4,same_expert_mean,0.9864081627529938,0.17293249734790442
astronaut,47,6,visual,top4,spatial_neighbor,0.9749481202192042,0.23102806648014765
astronaut,47,6,visual,top4,random_same_expert,0.9895430174045297,0.1474907970691712
astronaut,47,6,visual,top6,same_expert_mean,0.9940377105368359,0.11202241219251484
astronaut,47,6,visual,top6,spatial_neighbor,0.9907845912336966,0.13860996375038348
astronaut,47,6,visual,top6,random_same_expert,0.9916655025774892,0.1338650666760172
astronaut,47,6,visual,top7,same_expert_mean,0.9973671658494023,0.0748016597216639
astronaut,47,6,visual,top7,spatial_neighbor,0.9958168126520389,0.09182689955425809
astronaut,47,6,visual,top7,random_same_expert,0.9960911943879267,0.09059137627528957
astronaut,47,10,visual,top4,same_expert_mean,0.9908485714632856,0.13803598286913152
astronaut,47,10,visual,top4,spatial_neighbor,0.9778446899655265,0.20934305458938526
astronaut,47,10,visual,top4,random_same_expert,0.9858150680381291,0.167999812092316
astronaut,47,10,visual,top6,same_expert_mean,0.9974711268164136,0.07664462463460534
astronaut,47,10,visual,top6,spatial_neighbor,0.9943132904936239,0.11052065054300357
astronaut,47,10,visual,top6,random_same_expert,0.9928334757055209,0.1396619235500986
astronaut,47,10,visual,top7,same_expert_mean,0.9985359900838761,0.05842525187145632
astronaut,47,10,visual,top7,spatial_neighbor,0.9956815622308808,0.09983903353603459
astronaut,47,10,visual,top7,random_same_expert,0.9927943255778094,0.12082700746269286
astronaut,47,22,visual,top4,same_expert_mean,0.9854316974138402,0.17370050362144024
astronaut,47,22,visual,top4,spatial_neighbor,0.9814194515895382,0.19990858674146578
astronaut,47,22,visual,top4,random_same_expert,0.9361547159119046,0.3792281062449914
astronaut,47,22,visual,top6,same_expert_mean,0.9972881836884286,0.07422386897362478
astronaut,47,22,visual,top6,spatial_neighbor,0.9928856194103705,0.12154536035606575
astronaut,47,22,visual,top6,random_same_expert,0.9928856194103705,0.12154536035606575
astronaut,47,22,visual,top7,same_expert_mean,0.9999999999999971,0.0
astronaut,47,22,visual,top7,spatial_neighbor,0.9999999999999971,0.0
astronaut,47,22,visual,top7,random_same_expert,0.9999999999999971,0.0
astronaut,47,26,visual,top4,same_expert_mean,0.9505498863781886,0.3114444775637506
astronaut,47,26,visual,top4,spatial_neighbor,0.9107502476393718,0.4215733793787638
astronaut,47,26,visual,top4,random_same_expert,0.9122375906488918,0.4101765581212835
astronaut,47,26,visual,top6,same_expert_mean,0.9832987121526008,0.18357420211521303
astronaut,47,26,visual,top6,spatial_neighbor,0.973012873335745,0.2307676184046299
astronaut,47,26,visual,top6,random_same_expert,0.9859708300717737,0.16714179792459222
astronaut,47,26,visual,top7,same_expert_mean,0.9946853795440461,0.10296338843682286
astronaut,47,26,visual,top7,spatial_neighbor,0.9898066982405745,0.14264066470690603
astronaut,47,26,visual,top7,random_same_expert,0.9841213457228459,0.17979627109453267
astronaut,47,37,visual,top4,same_expert_mean,0.9465527812057162,0.3225920725895773
astronaut,47,37,visual,top4,spatial_neighbor,0.8411413089743113,0.5602785844076155
astronaut,47,37,visual,top4,random_same_expert,0.9699657143844013,0.24601083911315688
astronaut,47,37,visual,top6,same_expert_mean,0.9738081047907581,0.23082032752147924
astronaut,47,37,visual,top6,spatial_neighbor,0.9216740960699634,0.3882953177234771
astronaut,47,37,visual,top6,random_same_expert,0.9701029838080835,0.24471475077826288
astronaut,47,37,visual,top7,same_expert_mean,0.9956544839671695,0.0931705904873088
astronaut,47,37,visual,top7,spatial_neighbor,0.9910021159636287,0.13434839256251116
astronaut,47,37,visual,top7,random_same_expert,0.9814289097164836,0.19495920206856837
astronaut,47,40,visual,top4,same_expert_mean,0.9938178525952507,0.12032964661919393
astronaut,47,40,visual,top4,spatial_neighbor,0.9474357673217522,0.33182746161492394
astronaut,47,40,visual,top4,random_same_expert,0.9945743128422719,0.11591494164553078
astronaut,47,40,visual,top6,same_expert_mean,0.9991531319991837,0.042962537195327895
astronaut,47,40,visual,top6,spatial_neighbor,0.9980692459980088,0.062131769600903046
astronaut,47,40,visual,top6,random_same_expert,0.9980692459980088,0.062131769600903046
astronaut,47,40,visual,top7,same_expert_mean,0.9995335602885053,0.030743212735257104
astronaut,47,40,visual,top7,spatial_neighbor,0.9990108575266871,0.04446696628481426
astronaut,47,40,visual,top7,random_same_expert,0.99838049630178,0.05901437899186044
astronaut,47,45,visual,top4,same_expert_mean,0.9866779103795986,0.16269587648238845
astronaut,47,45,visual,top4,spatial_neighbor,0.9757299414901185,0.21900386022365345
astronaut,47,45,visual,top4,random_same_expert,0.9662717742757293,0.2575333762957308
astronaut,47,45,visual,top6,same_expert_mean,0.9962590018654158,0.09274266266896317
astronaut,47,45,visual,top6,spatial_neighbor,0.9957946647182104,0.09239942917596383
astronaut,47,45,visual,top6,random_same_expert,0.9970222996304141,0.08961508250438058
astronaut,47,45,visual,top7,same_expert_mean,0.9981497828110049,0.06558637064494521
astronaut,47,45,visual,top7,spatial_neighbor,0.9972846196537092,0.08181361857789521
astronaut,47,45,visual,top7,random_same_expert,0.9975153491470995,0.07834580738519657
astronaut,47,57,visual,top4,same_expert_mean,0.9836459625933585,0.18156423482227874
astronaut,47,57,visual,top4,spatial_neighbor,0.9503870092334302,0.3181396884243578
astronaut,47,57,visual,top4,random_same_expert,0.9791690518026976,0.20641578481967132
astronaut,47,57,visual,top6,same_expert_mean,0.9947375518835369,0.10277513536862684
astronaut,47,57,visual,top6,spatial_neighbor,0.9875715127778725,0.1601620808776362
astronaut,47,57,visual,top6,random_same_expert,0.9902545921707994,0.14027700292856446
astronaut,47,57,visual,top7,same_expert_mean,0.9967972719672096,0.07998174271926163
astronaut,47,57,visual,top7,spatial_neighbor,0.9933815000253715,0.11560606452253167
astronaut,47,57,visual,top7,random_same_expert,0.9893070406586255,0.146286071708593
astronaut,47,58,visual,top4,same_expert_mean,0.9343381171132097,0.3602725485523313
astronaut,47,58,visual,top4,spatial_neighbor,0.7262649544329376,0.7647012961077563
astronaut,47,58,visual,top4,random_same_expert,0.900347588337489,0.4370834331492689
astronaut,47,58,visual,top6,same_expert_mean,0.9712161435322342,0.23871139449198617
astronaut,47,58,visual,top6,spatial_neighbor,0.831615705323707,0.6387545906530525
astronaut,47,58,visual,top6,random_same_expert,0.9754778864111479,0.22227799524223013
astronaut,47,58,visual,top7,same_expert_mean,0.9712161435322342,0.23871139449198617
astronaut,47,58,visual,top7,spatial_neighbor,0.831615705323707,0.6387545906530525
astronaut,47,58,visual,top7,random_same_expert,0.9754778864111479,0.22227799524223013
astronaut,47,60,visual,top4,same_expert_mean,0.9946697634603313,0.10475857585267963
astronaut,47,60,visual,top4,spatial_neighbor,0.9840736812471451,0.18013961843587908
astronaut,47,60,visual,top4,random_same_expert,0.9846247945881653,0.17710995210351804
astronaut,47,60,visual,top6,same_expert_mean,0.9975149541178813,0.07109201213136784
astronaut,47,60,visual,top6,spatial_neighbor,0.9954437393706336,0.09557070087212793
astronaut,47,60,visual,top6,random_same_expert,0.99530019274876,0.09940413590796703
astronaut,47,60,visual,top7,same_expert_mean,0.998928686545269,0.04627684061738499
astronaut,47,60,visual,top7,spatial_neighbor,0.9978625467515859,0.06651403638045245
astronaut,47,60,visual,top7,random_same_expert,0.9981850318748279,0.060252968022777624
astronaut,47,66,visual,top4,same_expert_mean,0.9986484133290002,0.052294539235159386
astronaut,47,66,visual,top4,spatial_neighbor,0.9957093167211898,0.09324360443537864
astronaut,47,66,visual,top4,random_same_expert,0.997015080235476,0.07733624904399009
astronaut,47,66,visual,top6,same_expert_mean,0.9996489623853522,0.026503776614767896
astronaut,47,66,visual,top6,spatial_neighbor,0.9986918596408433,0.05114883523801492
astronaut,47,66,visual,top6,random_same_expert,0.9986918596408433,0.05114883523801492
astronaut,47,66,visual,top7,same_expert_mean,0.9996489623853522,0.026503776614767896
astronaut,47,66,visual,top7,spatial_neighbor,0.9986918596408433,0.05114883523801492
astronaut,47,66,visual,top7,random_same_expert,0.9986598577713297,0.05181366357922588
astronaut,47,67,visual,top4,same_expert_mean,0.9906720010118206,0.1394646191517588
astronaut,47,67,visual,top4,spatial_neighbor,0.9894486934221045,0.14945969933665004
astronaut,47,67,visual,top4,random_same_expert,0.9785739859550219,0.21624676692207606
astronaut,47,67,visual,top6,same_expert_mean,0.9982839345736058,0.05859281294435155
astronaut,47,67,visual,top6,spatial_neighbor,0.9987754771420454,0.04959074321521421
astronaut,47,67,visual,top6,random_same_expert,0.9944724423571881,0.10533832513884224
astronaut,47,67,visual,top7,same_expert_mean,0.9999999999999997,0.0
astronaut,47,67,visual,top7,spatial_neighbor,0.9999999999999997,0.0
astronaut,47,67,visual,top7,random_same_expert,0.9999999999999997,0.0
astronaut,47,69,visual,top4,same_expert_mean,0.9749967299498858,0.23199359977261969
astronaut,47,69,visual,top4,spatial_neighbor,0.9506108896238183,0.3152579866823599
astronaut,47,69,visual,top4,random_same_expert,0.9597999798848004,0.2900214057842467
astronaut,47,69,visual,top6,same_expert_mean,0.9815479408294484,0.19622367841373942
astronaut,47,69,visual,top6,spatial_neighbor,0.9724280555905391,0.2367081344661662
astronaut,47,69,visual,top6,random_same_expert,0.9539627675620436,0.3005066416730053
astronaut,47,69,visual,top7,same_expert_mean,0.9973521344130143,0.07292833947131369
astronaut,47,69,visual,top7,spatial_neighbor,0.995770532897055,0.09187516587593322
astronaut,47,69,visual,top7,random_same_expert,0.9954254601303704,0.09577039206654303
astronaut,47,72,visual,top4,same_expert_mean,0.9376834958920862,0.3484300047640972
astronaut,47,72,visual,top4,spatial_neighbor,0.5864271042933918,1.0820189996776222
astronaut,47,72,visual,top4,random_same_expert,0.9471045146081176,0.3371475691547325
astronaut,47,72,visual,top6,same_expert_mean,0.9611905887685127,0.27655245050684446
astronaut,47,72,visual,top6,spatial_neighbor,0.6395694204924653,1.005359918170352
astronaut,47,72,visual,top6,random_same_expert,0.9774694477363042,0.23557442245745042
astronaut,47,72,visual,top7,same_expert_mean,0.9949011823296912,0.10483949180945877
astronaut,47,72,visual,top7,spatial_neighbor,0.9774694477363042,0.23557442245745042
astronaut,47,72,visual,top7,random_same_expert,0.9910282732155987,0.13451894467044143
astronaut,47,80,visual,top4,same_expert_mean,0.9870510617552956,0.16151677269546388
astronaut,47,80,visual,top4,spatial_neighbor,0.9609317524686696,0.27729526640741986
astronaut,47,80,visual,top4,random_same_expert,0.9638184488086143,0.26679835745058283
astronaut,47,80,visual,top6,same_expert_mean,0.9902474764502863,0.14557441663107418
astronaut,47,80,visual,top6,spatial_neighbor,0.9698792929266261,0.24659008361482687
astronaut,47,80,visual,top6,random_same_expert,0.963789903587006,0.27261914349502026
astronaut,47,80,visual,top7,same_expert_mean,0.9942974704118129,0.11339090885891161
astronaut,47,80,visual,top7,spatial_neighbor,0.9753286592049601,0.22678181771782321
astronaut,47,80,visual,top7,random_same_expert,0.9753286592049601,0.22678181771782321
astronaut,47,83,visual,top4,same_expert_mean,0.9883660659364603,0.15474709879381382
astronaut,47,83,visual,top4,spatial_neighbor,0.9732831985173932,0.24200410382408208
astronaut,47,83,visual,top4,random_same_expert,0.9776386114559289,0.21484542669999349
astronaut,47,83,visual,top6,same_expert_mean,0.9996088483679931,0.029318004612806058
astronaut,47,83,visual,top6,spatial_neighbor,0.9988716748520329,0.04827238487956273
astronaut,47,83,visual,top6,random_same_expert,0.9984102894828066,0.0644209471651188
astronaut,47,83,visual,top7,same_expert_mean,0.9999999999999997,0.0
astronaut,47,83,visual,top7,spatial_neighbor,0.9999999999999997,0.0
astronaut,47,83,visual,top7,random_same_expert,0.9999999999999997,0.0
astronaut,47,87,visual,top4,same_expert_mean,0.9865842795950761,0.1632794267793291
astronaut,47,87,visual,top4,spatial_neighbor,0.9813959692853667,0.19918539354241951
astronaut,47,87,visual,top4,random_same_expert,0.9749374663052974,0.22252108749466523
astronaut,47,87,visual,top6,same_expert_mean,0.9951750702097645,0.09905868797879139
astronaut,47,87,visual,top6,spatial_neighbor,0.9924308928845281,0.1228328378665237
astronaut,47,87,visual,top6,random_same_expert,0.9942266383458516,0.10730118776233792
astronaut,47,87,visual,top7,same_expert_mean,0.9975468729454545,0.07017428437153458
astronaut,47,87,visual,top7,spatial_neighbor,0.9942266383458516,0.10730118776233792
astronaut,47,87,visual,top7,random_same_expert,0.9942266383458516,0.10730118776233792
astronaut,47,90,visual,top4,same_expert_mean,0.9943217515929678,0.11374697555885614
astronaut,47,90,visual,top4,spatial_neighbor,0.9832842191572473,0.18407034932900226
astronaut,47,90,visual,top4,random_same_expert,0.9900217655362685,0.14108908384923127
astronaut,47,90,visual,top6,same_expert_mean,0.9971683767194683,0.07556418364385571
astronaut,47,90,visual,top6,spatial_neighbor,0.9920653444027746,0.1298591703097606
astronaut,47,90,visual,top6,random_same_expert,0.9908536675915184,0.1351162433806737
astronaut,47,90,visual,top7,same_expert_mean,0.998267059743534,0.060416466118007446
astronaut,47,90,visual,top7,spatial_neighbor,0.9959949732766329,0.09278858163930913
astronaut,47,90,visual,top7,random_same_expert,0.9943059557231674,0.10743402059032821
astronaut,47,91,visual,top4,same_expert_mean,0.978874526801474,0.21200281888738684
astronaut,47,91,visual,top4,spatial_neighbor,0.8428056495965611,0.6558569125887505
astronaut,47,91,visual,top4,random_same_expert,0.9660903637527005,0.26384565203495486
astronaut,47,91,visual,top6,same_expert_mean,0.9916873316474405,0.12892886613541754
astronaut,47,91,visual,top6,spatial_neighbor,0.9685221192018746,0.26272126786813804
astronaut,47,91,visual,top6,random_same_expert,0.9899181077832302,0.1460504752183489
astronaut,47,91,visual,top7,same_expert_mean,0.9963192738695411,0.08682669610943967
astronaut,47,91,visual,top7,spatial_neighbor,0.9840197412266153,0.17859609408018629
astronaut,47,91,visual,top7,random_same_expert,0.9899181077832302,0.1460504752183489
astronaut,47,100,visual,top4,same_expert_mean,0.9909655289353767,0.1505551700336549
astronaut,47,100,visual,top4,spatial_neighbor,0.9679950278015976,0.2761533514287195
astronaut,47,100,visual,top4,random_same_expert,0.9975013119811835,0.07213604761057035
astronaut,47,100,visual,top6,same_expert_mean,0.9926211331907571,0.1291490563577321
astronaut,47,100,visual,top6,spatial_neighbor,0.9755410610987792,0.23078338955166747
astronaut,47,100,visual,top6,random_same_expert,0.9647281274092213,0.27228855317016376
astronaut,47,100,visual,top7,same_expert_mean,0.9929627040217038,0.12447077825554763
astronaut,47,100,visual,top7,spatial_neighbor,0.9766907894687687,0.22324585740748804
astronaut,47,100,visual,top7,random_same_expert,0.9671741613878111,0.26081469725675166
astronaut,47,102,visual,top4,same_expert_mean,0.9956966510041153,0.12243032579935942
astronaut,47,102,visual,top4,spatial_neighbor,0.9890777676698195,0.20630344440482024
astronaut,47,102,visual,top4,random_same_expert,0.9968136739673525,0.08249219424499339
astronaut,47,102,visual,top6,same_expert_mean,0.9978850944148911,0.06853261491343507
astronaut,47,102,visual,top6,spatial_neighbor,0.9968136739673525,0.08249219424499339
astronaut,47,102,visual,top6,random_same_expert,0.9942022496545897,0.11370013003393804
astronaut,47,102,visual,top7,same_expert_mean,0.9979355031831424,0.0677657010466612
astronaut,47,102,visual,top7,spatial_neighbor,0.9976065187574251,0.07262971401520729
astronaut,47,102,visual,top7,random_same_expert,0.9969610950441097,0.07794714493704608
astronaut,47,104,visual,top4,same_expert_mean,0.9881489720381236,0.16970399954423718
astronaut,47,104,visual,top4,spatial_neighbor,0.982389931462149,0.20169428512628537
astronaut,47,104,visual,top4,random_same_expert,0.9772232576375899,0.2333095305927046
astronaut,47,104,visual,top6,same_expert_mean,0.9978147697703257,0.08459754229771971
astronaut,47,104,visual,top6,spatial_neighbor,0.9967565063236803,0.08158166085012994
astronaut,47,104,visual,top6,random_same_expert,0.9968433238928363,0.1044946731550934
astronaut,47,104,visual,top7,same_expert_mean,0.9982340197259179,0.0777110075159469
astronaut,47,104,visual,top7,spatial_neighbor,0.9983310509249775,0.05811268498693717
astronaut,47,104,visual,top7,random_same_expert,0.9973737089638888,0.08393805179714763
astronaut,47,105,visual,top4,same_expert_mean,0.9842452477429533,0.180783103442012
astronaut,47,105,visual,top4,spatial_neighbor,0.9623014365041644,0.2725749260178233
astronaut,47,105,visual,top4,random_same_expert,0.9745380788479516,0.22434397701205716
astronaut,47,105,visual,top6,same_expert_mean,0.9881316396299114,0.15699502826707595
astronaut,47,105,visual,top6,spatial_neighbor,0.9740176582621155,0.22647755669235753
astronaut,47,105,visual,top6,random_same_expert,0.9934221833467018,0.11454303087654014
astronaut,47,105,visual,top7,same_expert_mean,0.99704341609774,0.08042964540643854
astronaut,47,105,visual,top7,spatial_neighbor,0.9909222725647803,0.13443650138670385
astronaut,47,105,visual,top7,random_same_expert,0.9929106585572682,0.12744831854366126
astronaut,47,120,visual,top4,same_expert_mean,0.9869188583362557,0.16128930404215
astronaut,47,120,visual,top4,spatial_neighbor,0.9840491663397636,0.18800025816169524
astronaut,47,120,visual,top4,random_same_expert,0.9582464813918953,0.2868834185962182
astronaut,47,120,visual,top6,same_expert_mean,0.9884464673106313,0.1516328720577212
astronaut,47,120,visual,top6,spatial_neighbor,0.9861862643157584,0.1738158526683698
astronaut,47,120,visual,top6,random_same_expert,0.9741033800458669,0.24066069728649175
astronaut,47,120,visual,top7,same_expert_mean,0.9971107472010032,0.07880956024355991
astronaut,47,120,visual,top7,spatial_neighbor,0.9968202557351369,0.08048738631312134
astronaut,47,120,visual,top7,random_same_expert,0.9919302763451454,0.12962075908156695
astronaut,47,126,visual,top4,same_expert_mean,0.9972828600951864,0.08214847920005183
astronaut,47,126,visual,top4,spatial_neighbor,0.9942270561440824,0.11664042298996535
astronaut,47,126,visual,top4,random_same_expert,0.9850462081574765,0.17452727066893978
astronaut,47,126,visual,top6,same_expert_mean,0.9981697889717364,0.06240761755960685
astronaut,47,126,visual,top6,spatial_neighbor,0.9958005952842437,0.0941549132958616
astronaut,47,126,visual,top6,random_same_expert,0.9965658820109452,0.08289750377345928
astronaut,47,126,visual,top7,same_expert_mean,0.9985998330348987,0.05453116199334436
astronaut,47,126,visual,top7,spatial_neighbor,0.9972518152922932,0.07623480198301899
astronaut,47,126,visual,top7,random_same_expert,0.9999999999999991,0.0
astronaut,47,129,visual,top4,same_expert_mean,0.9654666030092667,0.26266650869374625
astronaut,47,129,visual,top4,spatial_neighbor,0.9173102112645174,0.41117162138020996
astronaut,47,129,visual,top4,random_same_expert,0.9306559878385767,0.3869415890848098
astronaut,47,129,visual,top6,same_expert_mean,0.9776526991708855,0.2112912252346295
astronaut,47,129,visual,top6,spatial_neighbor,0.9396139271071708,0.34878339402872466
astronaut,47,129,visual,top6,random_same_expert,0.9748616881193395,0.2300059825123827
astronaut,47,129,visual,top7,same_expert_mean,0.9877238198864728,0.1563746598827931
astronaut,47,129,visual,top7,spatial_neighbor,0.9714280084447552,0.23894313075441392
