sample_id,category,layer,position,modality,router_entropy,router_effective_k,active_expert_count,token_fanout,method,variant,selected_k,router_mass,cosine,relative_l2,quality_pass
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top2,renormalized,2,0.4364667039014395,0.7791000223290425,1.122706499889196,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top4,plain,4,0.7168011287212246,0.9322110232807137,0.363189165435131,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top4,renormalized,4,0.7168011287212246,0.9322110232808386,0.48702709645020287,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top6,plain,6,0.8886408035981566,0.984256858781061,0.17674695153970027,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top6,renormalized,6,0.8886408035981566,0.9842568587811085,0.2148686055618845,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top7,plain,7,0.9456251530465652,0.9928554833306347,0.1193231584263469,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,top7,renormalized,7,0.9456251530465652,0.9928554833306577,0.13235245845268176,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass70,plain,4,0.7168011287212246,0.9322110232807137,0.363189165435131,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass70,renormalized,4,0.7168011287212246,0.9322110232808386,0.48702709645020287,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass80,plain,5,0.8107524349083852,0.9621492803195136,0.2728592608280742,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass80,renormalized,5,0.8107524349083852,0.962149280319595,0.34275933582956997,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass90,plain,7,0.9456251530465652,0.9928554833306347,0.1193231584263469,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass90,renormalized,7,0.9456251530465652,0.9928554833306577,0.13235245845268176,False
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass95,plain,8,1.0,0.9999999999995745,0.0,True
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass95,renormalized,8,1.0,0.9999999999995745,0.0,True
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass99,plain,8,1.0,0.9999999999995745,0.0,True
astronaut,natural,4,17,visual,1.9458192586898804,6.999363796354799,8,4,mass99,renormalized,8,1.0,0.9999999999995745,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top1,plain,1,0.15401907037354837,0.38631258184863937,0.9224269765418175,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top1,renormalized,1,0.15401907037354837,0.3863125818492375,2.376005541272435,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top2,plain,2,0.29425502744917054,0.6211877150523606,0.7838021624032561,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top2,renormalized,2,0.29425502744917054,0.6211877150528855,1.6389516110182827,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top4,plain,4,0.54189150751238,0.8092502901328396,0.5875350702002601,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top4,renormalized,4,0.54189150751238,0.809250290133176,0.8890225746626622,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top6,plain,6,0.778101373904311,0.9057440655632482,0.4242083550819359,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top6,renormalized,6,0.778101373904311,0.9057440655634124,0.48467876148467975,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top7,plain,7,0.8907841280000315,0.943935007102847,0.3304060346667819,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,top7,renormalized,7,0.8907841280000315,0.9439350071029273,0.34512206362368064,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass70,plain,6,0.778101373904311,0.9057440655632482,0.4242083550819359,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass70,renormalized,6,0.778101373904311,0.9057440655634124,0.48467876148467975,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass80,plain,7,0.8907841280000315,0.943935007102847,0.3304060346667819,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass80,renormalized,7,0.8907841280000315,0.9439350071029273,0.34512206362368064,False
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass90,plain,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass90,renormalized,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass95,plain,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass95,renormalized,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass99,plain,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,21,visual,2.0731964111328125,7.950194637991847,8,4,mass99,renormalized,8,1.0,0.9999999999992737,0.0,True
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top1,plain,1,0.20164751267610165,0.5774433769278723,0.8173881374604131,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top1,renormalized,1,0.20164751267610165,0.5774433769287626,2.243849989438796,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top2,plain,2,0.3940609244279908,0.7329539833142654,0.6805044987384004,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top2,renormalized,2,0.3940609244279908,0.7329539833149101,1.2785238595203485,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top4,plain,4,0.6066084208566107,0.8495418465417881,0.527777056545127,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top4,renormalized,4,0.6066084208566107,0.8495418465422048,0.7434362721128704,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top6,plain,6,0.8094969171843275,0.9295659414415585,0.36916083373579694,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top6,renormalized,6,0.8094969171843275,0.9295659414417605,0.41701215906203737,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top7,plain,7,0.9047484585921637,0.9644765520342857,0.26431182333912506,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,top7,renormalized,7,0.9047484585921637,0.9644765520343855,0.27970367849077377,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass70,plain,5,0.7112217735954289,0.8832003125458371,0.4694161491013752,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass70,renormalized,5,0.7112217735954289,0.8832003125461438,0.5738562647309241,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass80,plain,6,0.8094969171843275,0.9295659414415585,0.36916083373579694,False
astronaut,natural,4,23,visual,2.0285298824310303,7.6029009805773144,8,4,mass80,renormalized,6,0.8094969171843275,0.9295659414417605,0.41701215906203737,False
