case_id,rank,M,active_experts_per_rank,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,iterations,warmups,correctness
balanced_rank_A2_M512,0,512,2,2.216528058052063,0.03551999852061272,0.28273600386455655,0.9462720155715942,0.16990399360656738,20,3,True
balanced_rank_A16_M512,0,512,16,0.9217439889907837,0.02828799933195114,0.22555200289934874,0.48947201669216156,0.10683202743530273,20,3,True
balanced_rank_A32_M512,0,512,32,0.9311360120773315,0.02848000079393387,0.2231520009227097,0.5222560167312622,0.07984000444412231,20,3,True
balanced_rank_A2_M512,1,512,2,2.199056029319763,0.029184000566601753,0.2522720000706613,0.9799680113792419,0.17852813005447388,20,3,True
balanced_rank_A16_M512,1,512,16,0.9170080125331879,0.025280000641942024,0.21635199850425124,0.5041919946670532,0.09380799531936646,20,3,True
balanced_rank_A32_M512,1,512,32,0.9199360013008118,0.025887999683618546,0.2122079972177744,0.5256640166044235,0.08374398946762085,20,3,True
balanced_rank_A2_M512,2,512,2,2.103760004043579,0.03049599938094616,0.21660799626260996,0.9963999688625336,0.18628805875778198,20,3,True
balanced_rank_A16_M512,2,512,16,0.9110879898071289,0.025472000241279602,0.2122080009430647,0.5053440034389496,0.10176002979278564,20,3,True
balanced_rank_A32_M512,2,512,32,0.9122880101203918,0.027008000761270523,0.20715200016275048,0.5295519679784775,0.07892799377441406,20,3,True
balanced_rank_A2_M512,3,512,2,2.1968640089035034,0.029920000582933426,0.2607360053807497,1.0240639448165894,0.15164804458618164,20,3,True
balanced_rank_A16_M512,3,512,16,0.9039839804172516,0.026976000517606735,0.2037919987924397,0.5093920081853867,0.07715198397636414,20,3,True
balanced_rank_A32_M512,3,512,32,0.9122079908847809,0.028031999245285988,0.20102399587631226,0.53022401034832,0.06550401449203491,20,3,True
