case_id,M,active_experts_per_rank,ranks,rank_wall_median,critical_wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,correctness,expert_ms_per_assignment,fragmentation_ratio
balanced_rank_A16_M512,512,16,4,0.9140480011701584,0.9217439889907837,0.02828799933195114,0.22555200289934874,0.5093920081853867,0.10683202743530273,True,0.00012436328324838541,0.015625
balanced_rank_A2_M512,512,2,4,2.1979600191116333,2.216528058052063,0.03551999852061272,0.28273600386455655,1.0240639448165894,0.18628805875778198,True,0.00025001561152748764,0.001953125
balanced_rank_A32_M512,512,32,4,0.9161120057106018,0.9311360120773315,0.02848000079393387,0.2231520009227097,0.53022401034832,0.08374398946762085,True,0.00012944922127644531,0.03125
