total_rows,bytes,repetition,latency_ms,effective_gbps
64,786432,0,0.015744000673294067,49.95121737602526
64,786432,1,0.01548799965530634,50.776860634198215
64,786432,2,0.01321600005030632,59.50605304225707
64,786432,3,0.013311999849975109,59.07692374271402
64,786432,4,0.012896000407636166,60.98262834532221
64,786432,5,0.01235199999064207,63.668393830618875
64,786432,6,0.01283199992030859,61.28678342300734
64,786432,7,0.01190400030463934,66.06451443835265
64,786432,8,0.01196799986064434,65.7112307116671
64,786432,9,0.012032000347971916,65.36170023736402
64,786432,10,0.012128000147640705,64.84432638739594
64,786432,11,0.011680000461637974,67.33150418811822
64,786432,12,0.012415999546647072,63.340208498346406
64,786432,13,0.01158399973064661,67.88950434101072
64,786432,14,0.0144640002399683,54.3716805138634
64,786432,15,0.013407999649643898,58.65393948014361
64,786432,16,0.013535999692976475,58.09929209794987
64,786432,17,0.013663999736309052,57.555036239515665
64,786432,18,0.016383999958634377,48.00000012118835
64,786432,19,0.014175999909639359,55.476298322014244
64,786432,20,0.012671999633312225,62.06060785644462
64,786432,21,0.013407999649643898,58.65393948014361
64,786432,22,0.01398400031030178,56.237985022114785
64,786432,23,0.013120000250637531,59.941462269544196
64,786432,24,0.013728000223636627,57.28671235348141
64,786432,25,0.013120000250637531,59.941462269544196
64,786432,26,0.01190400030463934,66.06451443835265
64,786432,27,0.013376000337302685,58.79425689059056
64,786432,28,0.012191999703645706,64.50393857578898
64,786432,29,0.012000000104308128,65.53599943033855
64,786432,30,0.01206399966031313,65.18833074797912
64,786432,31,0.011680000461637974,67.33150418811822
64,786432,32,0.011552000418305397,68.0775598617373
64,786432,33,0.013311999849975109,59.07692374271402
64,786432,34,0.012575999833643436,62.53435197224872
64,786432,35,0.012768000364303589,61.59398320497266
64,786432,36,0.014175999909639359,55.476298322014244
64,786432,37,0.012608000077307224,62.375634135304004
64,786432,38,0.013567999936640263,57.96226442161511
64,786432,39,0.013151999562978745,59.79562242487515
128,1572864,0,0.013248000293970108,118.72463504668676
128,1572864,1,0.013120000250637531,119.88292453908839
128,1572864,2,0.012512000277638435,125.70843710825658
128,1572864,3,0.012415999546647072,126.68041699669281
128,1572864,4,0.013088000006973743,120.17603905577042
128,1572864,5,0.013376000337302685,117.58851378118112
128,1572864,6,0.012671999633312225,124.12121571288924
128,1572864,7,0.012095999903976917,130.03174706399216
128,1572864,8,0.011935999616980553,131.77480315619238
128,1572864,9,0.012000000104308128,131.0719988606771
128,1572864,10,0.012032000347971916,130.72340047472804
128,1572864,11,0.012191999703645706,129.00787715157796
128,1572864,12,0.015359999611973763,102.40000258684165
128,1572864,13,0.012640000320971012,124.43543987815119
128,1572864,14,0.011615999974310398,135.40495897714356
128,1572864,15,0.012095999903976917,130.03174706399216
128,1572864,16,0.011872000060975552,132.48517452170177
128,1572864,17,0.012480000033974648,126.0307688876722
128,1572864,18,0.011744000017642975,133.92915511215014
128,1572864,19,0.011648000217974186,135.0329645060353
128,1572864,20,0.01152000017464161,136.53333126350688
128,1572864,21,0.011711999773979187,134.2950845588699
128,1572864,22,0.012095999903976917,130.03174706399216
128,1572864,23,0.011839999817311764,132.84324529298127
128,1572864,24,0.01321600005030632,119.01210608451414
128,1572864,25,0.011776000261306763,133.56521442752262
128,1572864,26,0.015359999611973763,102.40000258684165
128,1572864,27,0.012575999833643436,125.06870394449744
128,1572864,28,0.012575999833643436,125.06870394449744
128,1572864,29,0.011615999974310398,135.40495897714356
128,1572864,30,0.02457600086927414,63.99999773626534
128,1572864,31,0.012671999633312225,124.12121571288924
128,1572864,32,0.012032000347971916,130.72340047472804
128,1572864,33,0.013567999936640263,115.92452884323022
128,1572864,34,0.012896000407636166,121.96525669064442
128,1572864,35,0.013407999649643898,117.30787896028723
128,1572864,36,0.012927999719977379,121.66336897188239
128,1572864,37,0.012000000104308128,131.0719988606771
128,1572864,38,0.01152000017464161,136.53333126350688
128,1572864,39,0.017535999417304993,89.69343363731272
256,3145728,0,0.01283199992030859,245.14713369202937
256,3145728,1,0.012736000120639801,246.99497253474996
256,3145728,2,0.012032000347971916,261.4468009494561
256,3145728,3,0.011872000060975552,264.97034904340353
256,3145728,4,0.011327999643981457,277.6949239816863
256,3145728,5,0.011872000060975552,264.97034904340353
256,3145728,6,0.011839999817311764,265.68649058596253
256,3145728,7,0.011264000087976456,279.2727250914929
256,3145728,8,0.012415999546647072,253.36083399338563
256,3145728,9,0.012736000120639801,246.99497253474996
256,3145728,10,0.01321600005030632,238.0242121690283
256,3145728,11,0.012864000163972378,244.53731031581435
256,3145728,12,0.014431999996304512,217.96895792721048
256,3145728,13,0.012384000234305859,254.0154990699839
256,3145728,14,0.011744000017642975,267.8583102243003
256,3145728,15,0.012319999746978283,255.33507017900308
256,3145728,16,0.011615999974310398,270.80991795428713
256,3145728,17,0.012480000033974648,252.0615377753444
256,3145728,18,0.011872000060975552,264.97034904340353
256,3145728,19,0.011615999974310398,270.80991795428713
256,3145728,20,0.011776000261306763,267.13042885504524
256,3145728,21,0.011807999573647976,266.40651368419344
256,3145728,22,0.012095999903976917,260.0634941279843
256,3145728,23,0.012223999947309494,257.3403152453691
256,3145728,24,0.01196799986064434,262.8449228466684
256,3145728,25,0.014175999909639359,221.90519328805698
256,3145728,26,0.014688000082969666,214.16993343071843
256,3145728,27,0.013824000023305416,227.5555551719273
256,3145728,28,0.013055999763309956,240.9411808385707
256,3145728,29,0.012032000347971916,261.4468009494561
256,3145728,30,0.011935999616980553,263.54960631238475
256,3145728,31,0.01190400030463934,264.2580577534106
256,3145728,32,0.011296000331640244,278.4815782263015
256,3145728,33,0.012256000190973282,256.66840331129185
256,3145728,34,0.017855999991297722,176.17204309661167
256,3145728,35,0.018015999346971512,174.6074663645454
256,3145728,36,0.01648000068962574,190.8815454103867
