active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,32.548
1,63,gpu_counts_cumsum,1,28.771
1,63,gpu_counts_cumsum,2,27.363
1,63,gpu_counts_cumsum,3,26.888
1,63,gpu_counts_cumsum,4,27.326
1,63,gpu_counts_cumsum,5,26.155
1,63,gpu_counts_cumsum,6,26.687
1,63,gpu_counts_cumsum,7,27.21
1,63,gpu_counts_cumsum,8,26.693
1,63,gpu_counts_cumsum,9,26.551
1,63,gpu_counts_cumsum,10,26.68
1,63,gpu_counts_cumsum,11,26.229
1,63,gpu_counts_cumsum,12,35.901
1,63,gpu_counts_cumsum,13,38.483
1,63,gpu_counts_cumsum,14,26.719
1,63,gpu_counts_cumsum,15,25.962
1,63,gpu_counts_cumsum,16,25.887
1,63,gpu_counts_cumsum,17,24.674
1,63,gpu_counts_cumsum,18,25.76
1,63,gpu_counts_cumsum,19,21.074
1,63,gpu_counts_cumsum,20,24.637
1,63,gpu_counts_cumsum,21,30.549
1,63,gpu_counts_cumsum,22,25.147
1,63,gpu_counts_cumsum,23,23.512
1,63,gpu_counts_cumsum,24,23.761
1,63,gpu_counts_cumsum,25,26.509
1,63,gpu_counts_cumsum,26,29.18
1,63,gpu_counts_cumsum,27,29.233
1,63,gpu_counts_cumsum,28,31.008
1,63,gpu_counts_cumsum,29,29.584
1,63,gpu_counts_cumsum,30,29.136
1,63,gpu_counts_cumsum,31,29.625
1,63,gpu_counts_cumsum,32,29.207
1,63,gpu_counts_cumsum,33,28.642
1,63,gpu_counts_cumsum,34,29.509
1,63,gpu_counts_cumsum,35,25.173
1,63,gpu_counts_cumsum,36,24.307
1,63,gpu_counts_cumsum,37,17.375
1,63,gpu_counts_cumsum,38,17.029
1,63,gpu_counts_cumsum,39,17.039
1,63,cpu_list_to_cuda_offsets,0,74.119
1,63,cpu_list_to_cuda_offsets,1,40.875
1,63,cpu_list_to_cuda_offsets,2,36.266
1,63,cpu_list_to_cuda_offsets,3,37.273
1,63,cpu_list_to_cuda_offsets,4,39.057
1,63,cpu_list_to_cuda_offsets,5,36.189
1,63,cpu_list_to_cuda_offsets,6,34.529
1,63,cpu_list_to_cuda_offsets,7,35.107
1,63,cpu_list_to_cuda_offsets,8,34.838
1,63,cpu_list_to_cuda_offsets,9,34.675
1,63,cpu_list_to_cuda_offsets,10,34.867
1,63,cpu_list_to_cuda_offsets,11,35.795
1,63,cpu_list_to_cuda_offsets,12,34.782
1,63,cpu_list_to_cuda_offsets,13,35.421
1,63,cpu_list_to_cuda_offsets,14,44.58
1,63,cpu_list_to_cuda_offsets,15,37.128
1,63,cpu_list_to_cuda_offsets,16,38.293
1,63,cpu_list_to_cuda_offsets,17,46.847
1,63,cpu_list_to_cuda_offsets,18,44.04
1,63,cpu_list_to_cuda_offsets,19,36.98
1,63,cpu_list_to_cuda_offsets,20,36.265
1,63,cpu_list_to_cuda_offsets,21,38.104
1,63,cpu_list_to_cuda_offsets,22,38.081
1,63,cpu_list_to_cuda_offsets,23,37.271
1,63,cpu_list_to_cuda_offsets,24,56.722
1,63,cpu_list_to_cuda_offsets,25,40.685
1,63,cpu_list_to_cuda_offsets,26,37.321
1,63,cpu_list_to_cuda_offsets,27,36.509
1,63,cpu_list_to_cuda_offsets,28,36.583
1,63,cpu_list_to_cuda_offsets,29,38.45
1,63,cpu_list_to_cuda_offsets,30,38.494
1,63,cpu_list_to_cuda_offsets,31,38.479
1,63,cpu_list_to_cuda_offsets,32,37.113
1,63,cpu_list_to_cuda_offsets,33,36.548
1,63,cpu_list_to_cuda_offsets,34,34.127
