task,horizon,phase,state,token_rows,token_fraction,expert_assignments,remote_assignments,remote_activation_payload_bytes,combine_payload_bytes,active_experts,router_e2e_share_pct,dispatch_e2e_share_pct,expert_e2e_share_pct,combine_e2e_share_pct,total_routed_e2e_share_pct,evidence_boundary
gsm8k,0,early,ACTIVE,162037.0,17.041015625,1296296.0,975426.0,3097739264.0,3097739264.0,37624.0,0.3382338732622591,0.6738868571182473,1.727836034673691,0.5347990142159071,2.9365219060078447,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,2,late,ACTIVE,95139.0,13.419732441471572,761112.0,571157.0,1796218880.0,1796218880.0,105927.0,0.4168525630861193,0.7314087418925672,1.7115457319943437,0.34764184820160315,2.7905963220885144,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,2,late,DORMANT,32364.0,10.911371237458194,258912.0,194203.0,610369536.0,610369536.0,48095.0,0.17203437194791987,0.30447003518908056,0.7069577121045523,0.13536267020230908,1.146790417495942,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,2,late,DEAD,484561.0,75.66889632107024,3876488.0,2909525.0,9131859968.0,9131859968.0,232359.0,2.7559933165181087,4.633502265077467,10.572920168264002,2.1361435681006533,17.342566001442123,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,early,ACTIVE,223355.0,49.51171875,1786840.0,1341825.0,4262576128.0,4262576128.0,40152.0,0.47234253768157936,0.9517489334375006,2.397409315051748,0.7473607810488765,4.0965190295381255,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,early,DORMANT,50871.0,40.869140625,406968.0,303109.0,960897024.0,960897024.0,20262.0,0.11312391189690389,0.24042479626815744,0.5619511890900324,0.17722567220760968,0.9796016575657995,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,early,DEAD,43214.0,9.619140625,345712.0,259081.0,812597248.0,812597248.0,29055.0,0.08955716069902221,0.1808155279645718,0.4564124957553106,0.12031412486836222,0.7575421485882448,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,middle,ACTIVE,405511.0,29.24574607329843,3244088.0,2433695.0,7657914368.0,7657914368.0,159610.0,0.8600510602602442,1.7823351747341838,4.639485861065316,0.9933065457686163,7.4151275815681155,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,middle,DORMANT,132494.0,17.445189790575917,1059952.0,794025.0,2479104000.0,2479104000.0,81146.0,0.28251933931220435,0.6141393345812718,1.5804127991663408,0.31929131676675954,2.5138434505143716,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,middle,DEAD,584939.0,53.309064136125656,4679512.0,3508051.0,11031117824.0,11031117824.0,219458.0,1.2638978367588058,2.628172715027865,6.838470978915983,1.4313459009238703,10.897989594867719,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,late,ACTIVE,109895.0,18.39464882943144,879160.0,659480.0,2073518080.0,2073518080.0,111595.0,0.5038941357408401,0.8809662811325822,2.055199283609866,0.41390462897621,3.3500701937186577,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,late,DORMANT,17608.0,5.936454849498328,140864.0,105880.0,333070336.0,333070336.0,32974.0,0.08499279929319975,0.15491249594906467,0.3633041604890331,0.0690998894277026,0.5873165458658004,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,4,late,DEAD,484561.0,75.66889632107024,3876488.0,2909525.0,9131859968.0,9131859968.0,232359.0,2.7559933165181087,4.633502265077467,10.572920168264002,2.1361435681006533,17.342566001442123,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,early,ACTIVE,256308.0,72.4609375,2050464.0,1538593.0,4887707648.0,4887707648.0,40834.0,0.5450596621405817,1.1056281745193257,2.761144406464357,0.8644042123303735,4.731176793314056,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,early,DORMANT,17918.0,17.919921875,143344.0,106341.0,335765504.0,335765504.0,12421.0,0.040406787437901555,0.08654555518633211,0.19821609767742351,0.06018224092611318,0.34494389378986884,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,early,DEAD,43214.0,9.619140625,345712.0,259081.0,812597248.0,812597248.0,29055.0,0.08955716069902221,0.1808155279645718,0.4564124957553106,0.12031412486836222,0.7575421485882448,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,middle,ACTIVE,492869.0,40.735438481675395,3942952.0,2957295.0,9292251136.0,9292251136.0,163786.0,1.0455742354890347,2.185353177524691,5.679499819327232,1.2037987716928782,9.0686517685448,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,middle,DORMANT,45136.0,5.955497382198953,361088.0,270425.0,844767232.0,844767232.0,51049.0,0.0969961640834141,0.211121331790763,0.5403988409044351,0.10879909084250015,0.8603192635376982,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,middle,DEAD,584939.0,53.309064136125656,4679512.0,3508051.0,11031117824.0,11031117824.0,219458.0,1.2638978367588058,2.628172715027865,6.838470978915983,1.4313459009238703,10.897989594867719,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,late,ACTIVE,123287.0,22.909698996655518,986296.0,739801.0,2326282240.0,2326282240.0,114885.0,0.5715249484241409,1.0027499923240852,2.3393831758856383,0.4682927894699333,3.810425957679657,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,late,DORMANT,4216.0,1.4214046822742474,33728.0,25559.0,80306176.0,80306176.0,12915.0,0.01736198660989911,0.03312878475756284,0.07912026821325742,0.014711728933979368,0.12696078190479965,CUDA-event attribution normalized to clean E2E; analytical state allocation
gsm8k,8,late,DEAD,484561.0,75.66889632107024,3876488.0,2909525.0,9131859968.0,9131859968.0,232359.0,2.7559933165181087,4.633502265077467,10.572920168264002,2.1361435681006533,17.342566001442123,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,early,ACTIVE,210707.0,26.46484375,1685656.0,1268417.0,4029612032.0,4029612032.0,34443.0,0.39925297743927574,0.800079159044505,2.088948031502165,0.7738634153129674,3.6628906058596375,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,early,DORMANT,22661.0,51.85546875,181288.0,136403.0,435159040.0,435159040.0,10539.0,0.04259612861728567,0.08762173643979976,0.22498762571058578,0.06407664796127474,0.3766860101116603,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,early,DEAD,51336.0,21.6796875,410688.0,308590.0,973578240.0,973578240.0,27631.0,0.08639936296657384,0.1809408938964082,0.46493012575517967,0.12879860868109544,0.7746696283326833,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,middle,ACTIVE,266259.0,10.47859690844233,2130072.0,1603362.0,5075787776.0,5075787776.0,185531.0,0.7010000728627563,1.3433704519735763,3.124040422525769,0.6994140608134989,5.166824935312844,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,middle,DORMANT,307303.0,36.83486920332937,2458424.0,1851480.0,5817655296.0,5817655296.0,185139.0,1.340527170134932,2.481076458229938,5.371698586076979,1.0871025542328567,8.939877598539772,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,middle,DEAD,636678.0,52.6865338882283,5093424.0,3820124.0,11984707584.0,11984707584.0,350967.0,2.4255594015783664,4.437400786193211,9.86425695923278,2.049881107672745,16.351538853098734,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,late,ACTIVE,49600.0,5.31496062992126,396800.0,297174.0,940548096.0,940548096.0,54167.0,0.1805124421362515,0.33352509606892844,0.7503807558323533,0.16894918273847745,1.2528550346397591,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,late,DORMANT,20956.0,16.633858267716537,167648.0,126712.0,396836864.0,396836864.0,32761.0,0.1882052642811894,0.3346868407682902,0.6985377715294225,0.15468584055693071,1.1879104528546434,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,0,late,DEAD,322276.0,78.05118110236221,2578208.0,1929522.0,6073712640.0,6073712640.0,160853.0,1.856439799474044,3.3247701606548454,6.964870286757626,1.5322648075545457,11.821905254967016,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,early,ACTIVE,218457.0,41.69921875,1747656.0,1315026.0,4179140608.0,4179140608.0,34776.0,0.4149073352339273,0.8310486452028158,2.164949230752438,0.7968623597739115,3.7928602357291656,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,early,DORMANT,14911.0,36.62109375,119288.0,89794.0,285630464.0,285630464.0,8854.0,0.026941770822633868,0.056652250281489146,0.14898642646031404,0.041077703500330735,0.24671638024213394,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,early,DEAD,51336.0,21.6796875,410688.0,308590.0,973578240.0,973578240.0,27631.0,0.08639936296657384,0.1809408938964082,0.46493012575517967,0.12879860868109544,0.7746696283326833,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,middle,ACTIVE,319672.0,16.880945303210463,2557376.0,1924976.0,6088458240.0,6088458240.0,213383.0,0.9306770861516158,1.7689077213492546,4.01671005886598,0.8774421657361235,6.663059945951359,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,middle,DORMANT,253890.0,30.432520808561236,2031120.0,1529866.0,4804984832.0,4804984832.0,167022.0,1.1108501568460742,2.055539188854266,4.479028949736778,0.9090744493102336,7.4436425879012775,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,middle,DEAD,636678.0,52.6865338882283,5093424.0,3820124.0,11984707584.0,11984707584.0,350967.0,2.4255594015783664,4.437400786193211,9.86425695923278,2.049881107672745,16.351538853098734,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,late,ACTIVE,53785.0,8.636811023622048,430280.0,322185.0,1018945536.0,1018945536.0,61017.0,0.22448721757271117,0.4115656480085194,0.9081654326770134,0.20507262946217825,1.5248037101477112,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,late,DORMANT,16771.0,13.312007874015748,134168.0,101701.0,318439424.0,318439424.0,27028.0,0.14423048884472972,0.2566462888286998,0.5407530946847611,0.1185623938332296,0.9159617773466906,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,1,late,DEAD,322276.0,78.05118110236221,2578208.0,1929522.0,6073712640.0,6073712640.0,160853.0,1.856439799474044,3.3247701606548454,6.964870286757626,1.5322648075545457,11.821905254967016,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,early,ACTIVE,221340.0,47.36328125,1770720.0,1332182.0,4233953280.0,4233953280.0,34856.0,0.4200181916382912,0.8418669300715225,2.19454532820339,0.8060888030527107,3.842501061327623,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,early,DORMANT,12028.0,30.95703125,96224.0,72638.0,230817792.0,230817792.0,7343.0,0.021830914418270047,0.04583396541278274,0.11939032900936189,0.031851260221531154,0.19707555464367582,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,early,DEAD,51336.0,21.6796875,410688.0,308590.0,973578240.0,973578240.0,27631.0,0.08639936296657384,0.1809408938964082,0.46493012575517967,0.12879860868109544,0.7746696283326833,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,middle,ACTIVE,361863.0,21.938168846611177,2894904.0,2179503.0,6887661568.0,6887661568.0,226796.0,1.1085997176749978,2.1019485190227094,4.730783108469892,1.019037854542879,7.851769482035481,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,middle,DORMANT,211699.0,25.375297265160523,1693592.0,1275339.0,4005781504.0,4005781504.0,151268.0,0.932927525322692,1.7224983911808072,3.7649559001328443,0.7674787605034797,6.254933051817131,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,middle,DEAD,636678.0,52.6865338882283,5093424.0,3820124.0,11984707584.0,11984707584.0,350967.0,2.4255594015783664,4.437400786193211,9.86425695923278,2.049881107672745,16.351538853098734,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,late,ACTIVE,58187.0,12.130905511811024,465496.0,348768.0,1101987840.0,1101987840.0,65238.0,0.2650693326401132,0.4842440667617281,1.0561321299927309,0.23791441062011448,1.7782906073745735,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,late,DORMANT,12369.0,9.817913385826772,98952.0,75118.0,235397120.0,235397120.0,21454.0,0.10364837377732787,0.1839678700754898,0.39278639736904597,0.08572061267529334,0.662474880119829,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,2,late,DEAD,322276.0,78.05118110236221,2578208.0,1929522.0,6073712640.0,6073712640.0,160853.0,1.856439799474044,3.3247701606548454,6.964870286757626,1.5322648075545457,11.821905254967016,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,early,ACTIVE,225897.0,56.8359375,1807176.0,1359550.0,4321255424.0,4321255424.0,34997.0,0.42882544329332356,0.8597390334488846,2.240883742255841,0.82035931756712,3.9209820932718453,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,early,DORMANT,7471.0,21.484375,59768.0,45270.0,143515648.0,143515648.0,4933.0,0.01302366276323764,0.027961862035420205,0.07305191495691103,0.017580745707122345,0.11859452269945357,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,early,DEAD,51336.0,21.6796875,410688.0,308590.0,973578240.0,973578240.0,27631.0,0.08639936296657384,0.1809408938964082,0.46493012575517967,0.12879860868109544,0.7746696283326833,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,middle,ACTIVE,429691.0,30.068370986920332,3437528.0,2588792.0,8171880448.0,8171880448.0,241203.0,1.41348055507901,2.6626452606169195,5.943221786390321,1.2633452690170845,9.869212316024326,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,middle,DORMANT,143871.0,17.245095124851368,1150968.0,866050.0,2721562624.0,2721562624.0,123889.0,0.6280466879186788,1.161801649586596,2.5525172222124097,0.523171346029273,4.237490217828278,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,middle,DEAD,636678.0,52.6865338882283,5093424.0,3820124.0,11984707584.0,11984707584.0,350967.0,2.4255594015783664,4.437400786193211,9.86425695923278,2.049881107672745,16.351538853098734,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,late,ACTIVE,62806.0,15.797244094488189,502448.0,376714.0,1189011456.0,1189011456.0,68362.0,0.3062519573552293,0.5571887206841757,1.2092528127271573,0.27191473525986193,2.0383562686711953,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,late,DORMANT,7750.0,6.1515748031496065,62000.0,47172.0,148373504.0,148373504.0,14425.0,0.0624657490622116,0.11102321615304299,0.23966571463461833,0.051720288035546125,0.40240921882320746,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,4,late,DEAD,322276.0,78.05118110236221,2578208.0,1929522.0,6073712640.0,6073712640.0,160853.0,1.856439799474044,3.3247701606548454,6.964870286757626,1.5322648075545457,11.821905254967016,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,early,ACTIVE,230361.0,68.84765625,1842888.0,1386560.0,4407074816.0,4407074816.0,35089.0,0.4367879430530007,0.8766549705014687,2.2850674811934137,0.8318554395627685,3.993577891257651,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,early,DORMANT,3007.0,9.47265625,24056.0,18260.0,57696256.0,57696256.0,2161.0,0.00506116300356046,0.01104592498283601,0.02886817601933852,0.006084623711474422,0.04599872471364895,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,early,DEAD,51336.0,21.6796875,410688.0,308590.0,973578240.0,973578240.0,27631.0,0.08639936296657384,0.1809408938964082,0.46493012575517967,0.12879860868109544,0.7746696283326833,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,middle,ACTIVE,513081.0,40.063912009512485,4104648.0,3091541.0,9750257664.0,9750257664.0,252252.0,1.7830193666287109,3.3392546488866808,7.437244239288952,1.5707099285318151,12.347208816707449,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,middle,DORMANT,60481.0,7.249554102259215,483848.0,363301.0,1143185408.0,1143185408.0,77654.0,0.2585078763689793,0.4851922613168316,1.0584947693137914,0.21580668651454063,1.759493717145164,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,middle,DEAD,636678.0,52.6865338882283,5093424.0,3820124.0,11984707584.0,11984707584.0,350967.0,2.4255594015783664,4.437400786193211,9.86425695923278,2.049881107672745,16.351538853098734,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,late,ACTIVE,67952.0,19.881889763779526,543616.0,408163.0,1287200768.0,1287200768.0,70463.0,0.3484081462022675,0.6304458840099258,1.3675715996260753,0.30677691584916505,2.304794399485166,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,late,DORMANT,2604.0,2.0669291338582676,20832.0,15723.0,50184192.0,50184192.0,6680.0,0.02030956021517329,0.037766052827292944,0.0813469277357008,0.016858107446243567,0.13597108800923732,CUDA-event attribution normalized to clean E2E; analytical state allocation
humaneval,8,late,DEAD,322276.0,78.05118110236221,2578208.0,1929522.0,6073712640.0,6073712640.0,160853.0,1.856439799474044,3.3247701606548454,6.964870286757626,1.5322648075545457,11.821905254967016,CUDA-event attribution normalized to clean E2E; analytical state allocation
