task,horizon,policy,period,trigger,raw_rows_saved_pct,remote_assignments_saved_pct,remote_payload_saved_pct,expert_rows_saved_pct,optimistic_e2e_pct,post_epoch_e2e_pct,feasible_e2e_pct,quality_constraint,evidence_boundary,gate
gsm8k,0,perfect_remove,0,future-dormant,22.858264862252295,22.799642800039074,22.778733046217138,22.858264862252295,9.957599325616984,9.957599325616984,8.549100191036061,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,HOLD
gsm8k,0,periodic_k2,2,future-dormant+periodic,10.296338811019817,10.267720509951099,10.253803500201297,10.296338811019817,4.510128144273741,4.510128144273741,3.8759816663854925,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,0,route_trigger_k2,2,future-dormant+route/destination-change,1.438818425606885,1.4524058336597057,1.4306472293738137,1.438818425606885,0.7100428880100395,0.7100428880100395,0.6035016127500782,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,0,periodic_k4,4,future-dormant+periodic,14.412155630739488,14.374147713731045,14.353413423640736,14.412155630739488,6.301776049959798,6.301776049959798,5.410129858448275,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,CHARACTERIZATION
gsm8k,0,route_trigger_k4,4,future-dormant+route/destination-change,1.7771461201453094,1.7978393413839477,1.7663608867898357,1.7771461201453094,0.8865276542625435,0.8865276542625435,0.7532545033862622,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,0,periodic_k8,8,future-dormant+periodic,16.33186321894635,16.28202653566628,16.262268127734004,16.33186321894635,7.156703284415153,7.156703284415153,6.140220100175729,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,CHARACTERIZATION
gsm8k,0,route_trigger_k8,8,future-dormant+route/destination-change,1.834735886122328,1.8574511653620305,1.8244029595748064,1.834735886122328,0.924167564929524,0.924167564929524,0.784799955321608,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,perfect_remove,0,future-dormant,18.80286370227163,18.750285736419592,18.726423711783156,18.80286370227163,8.088543847648143,8.088543847648143,6.952743464322068,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,CHARACTERIZATION
gsm8k,1,periodic_k2,2,future-dormant+periodic,8.509545674238762,8.484782094462775,8.468179834428907,8.509545674238762,3.691233240345929,3.691233240345929,3.175764805797498,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,route_trigger_k2,2,future-dormant+route/destination-change,1.183269929372145,1.193551983646173,1.1739088513209488,1.183269929372145,0.5681874739415,0.5681874739415,0.48425856648827953,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,periodic_k4,4,future-dormant+periodic,11.850531657805703,11.818066434742756,11.79300737863815,11.850531657805703,5.138752042177336,5.138752042177336,4.415766266307447,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,route_trigger_k4,4,future-dormant+route/destination-change,1.466736307083054,1.483133410547468,1.454477253427971,1.466736307083054,0.7154617695825215,0.7154617695825215,0.6093669359567734,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,periodic_k8,8,future-dormant+periodic,13.347329627839535,13.309539491554423,13.281738970103152,13.347329627839535,5.794975560935196,5.794975560935196,4.976730801976942,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,1,route_trigger_k8,8,future-dormant+route/destination-change,1.5154586133241865,1.5338452809660932,1.5036808612132633,1.5154586133241865,0.745889276803098,0.745889276803098,0.6348597656031447,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,perfect_remove,0,future-dormant,15.34708796520058,15.30105838799916,15.273692160915886,15.34708796520058,6.517185392082704,6.517185392082704,5.6069543731866265,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,CHARACTERIZATION
gsm8k,2,periodic_k2,2,future-dormant+periodic,6.837542290961817,6.819012866848006,6.801346829824449,6.837542290961817,2.9381414280422233,2.9381414280422233,2.5294886999157145,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,route_trigger_k2,2,future-dormant+route/destination-change,0.970450895710878,0.9784751862230018,0.9614896661851324,0.970450895710878,0.4609335694323341,0.4609335694323341,0.3933876495678654,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,periodic_k4,4,future-dormant+periodic,9.541143064282261,9.517136105381946,9.489699170791283,9.541143064282261,4.109893352515319,4.109893352515319,3.5332851048570397,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,route_trigger_k4,4,future-dormant+route/destination-change,1.2103108093359733,1.2235487249314252,1.1988383973367887,1.2103108093359733,0.5848899491573004,0.5848899491573004,0.49876964175286564,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,periodic_k8,8,future-dormant+periodic,10.7464354760754,10.717111321934626,10.686105933020505,10.7464354760754,4.629378756095071,4.629378756095071,3.977925773938448,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,2,route_trigger_k8,8,future-dormant+route/destination-change,1.249824599697532,1.264581083814582,1.238442332610468,1.249824599697532,0.6086063489927271,0.6086063489927271,0.5187123442637919,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,perfect_remove,0,future-dormant,9.79186805219913,9.768949572424631,9.7388043290717,9.79186805219913,4.080761653945967,4.080761653945967,3.516280071999733,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,periodic_k2,2,future-dormant+periodic,4.238158530691155,4.231554379325278,4.214890572191229,4.238158530691155,1.7911631100684937,1.7911631100684937,1.5447254499120064,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,route_trigger_k2,2,future-dormant+route/destination-change,0.6155088947442274,0.6212346233204281,0.6102981226931183,0.6155088947442274,0.2837795478757153,0.2837795478757153,0.24265812410158913,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,periodic_k4,4,future-dormant+periodic,5.950942484291929,5.9402074160162295,5.9159144808733926,5.950942484291929,2.5171090992395517,2.5171090992395517,2.1676722382271154,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,route_trigger_k4,4,future-dormant+route/destination-change,0.7746846692340074,0.7840810363508697,0.7673817506419517,0.7746846692340074,0.3634169944680817,0.3634169944680817,0.3105434910172748,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,periodic_k8,8,future-dormant+periodic,6.650253745770904,6.638423389467733,6.608909341876901,6.650253745770904,2.8127113772446832,2.8127113772446832,2.4210689054226395,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,4,route_trigger_k8,8,future-dormant+route/destination-change,0.8022614945664884,0.8126323472222685,0.7949755229495608,0.8022614945664884,0.3809717259111971,0.3809717259111971,0.32525972247081986,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,perfect_remove,0,future-dormant,3.277549540840986,3.2670381531102213,3.2543947047022326,3.277549540840986,1.3322239392323674,1.3322239392323674,1.150352599788553,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,periodic_k2,2,future-dormant+periodic,1.3231029482841952,1.320327599494944,1.3138864549043754,1.3231029482841952,0.5479914725378876,0.5479914725378876,0.4733314227452311,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,route_trigger_k2,2,future-dormant+route/destination-change,0.21954271192254324,0.2212076960886734,0.2179590842504474,0.21954271192254324,0.09977454358748265,0.09977454358748265,0.08554336137525571,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,periodic_k4,4,future-dormant+periodic,1.8547607539874336,1.850646273863102,1.8408112103876069,1.8547607539874336,0.7702999945261906,0.7702999945261906,0.6642603390945747,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,route_trigger_k4,4,future-dormant+route/destination-change,0.277181200205803,0.28061651017717,0.2752610941765934,0.277181200205803,0.12780957497245848,0.12780957497245848,0.10949162512840556,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,periodic_k8,8,future-dormant+periodic,2.0541324311261477,2.050562292731978,2.0386194402249114,2.0541324311261477,0.854663742665383,0.854663742665383,0.7366895387743816,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
gsm8k,8,route_trigger_k8,8,future-dormant+route/destination-change,0.28765649604764654,0.2912623487870687,0.285769986771905,0.28765649604764654,0.13460226672721373,0.13460226672721373,0.11521478151097717,not yet tested,offline oracle; fixed DeepEP floor retained in feasible estimate,KILL
